"country","product","chipset","inch","app_name","use_month","use_tv_cnt","total_use_count","total_use_hour","monthly_avg_use_count","monthly_avg_use_hour"
"KR","webOSTV 6.0","lm21a","65","app3","2022-8","1331","2213.0","844.2747222222222","1.646271271271271","0.6204209417751085"
"JP","webOSTV 6.0","lm21a","55","app1","2022-5","843","10962.0","12434.555833333334","11.855055292259083","12.808761025539754"
"AU","webOSTV 6.0","lm21u","65","app5","2022-1","32","92.0","50.591944444444444","2.8125","1.5796050347222221"
"AU","webOSTV 6.0","k7lp","75","app4","2022-12","22","719.0","1779.611388888889","27.227272727272727","63.99609217171717"
"JP","webOSTV 6.0","lm21u","55","app3","2022-6","178","445.0","225.31666666666666","2.49438202247191","1.2637102059925092"
"KR","webOSTV 6.0","e60F20","75","app1","2022-8","12","21.0","0.26416666666666666","1.6153846153846154","0.02032051282051282"
"KR","webOSTV 6.0","e60F20","65","app5","2022-10","13","87.0","88.52305555555556","6.461538461538462","6.529572649572651"
"KR","webOSTV 6.0","lm21u","75","app2","2022-3","17","45.0","14.287777777777778","2.588235294117647","0.8127124183006535"
"KR","webOSTV 6.0","lm21u","65","app1","2022-3","31","34.0","0.4363888888888889","1.096774193548387","0.014077060931899643"
"JP","webOSTV 6.0","lm21u","65","app3","2022-5","64","244.0","199.23944444444444","3.6015625","2.9262543402777776"
"KR","webOSTV 6.0","lm21u","75","app1","2022-1","7","9.0","0.21083333333333334","1.2857142857142858","0.03011904761904762"
"JP","webOSTV 6.0","lm21u","65","app4","2022-1","12","65.0","24.53","5.416666666666667","2.0441666666666665"
"JP","webOSTV 6.0","e60F20","55","app1","2022-7","15","77.0","49.61472222222222","3.466666666666667","2.0809722222222224"
"AU","webOSTV 6.0","e60F20","65","app3","2022-4","18","46.0","14.863055555555556","2.5555555555555554","0.8257253086419754"
"AU","webOSTV 6.0","lm21u","75","app3","2022-3","4","5.0","0.13111111111111112","1.25","0.03277777777777778"
"KR","webOSTV 6.0","e60F20","65","app3","2022-12","2","2.0","0.135","1.0","0.0675"
"AU","webOSTV 6.0","lm21a","55","app4","2022-5","13498","287891.0","414405.41194444447","17.490762514872102","24.706463777352134"
"KR","webOSTV 6.0","o20","65","app2","2022-12","30368","739924.0","984828.6930555556","20.736662906649748","27.260878083518502"
"AU","webOSTV 6.0","lm21u","65","app1","2022-4","4233","31007.0","32018.39638888889","6.780583746361419","6.8367783743739"
"AU","webOSTV 6.0","lm21a","65","app1","2022-5","10742","80816.0","90283.14027777778","6.934519711308417","7.558730846453886"
"AU","webOSTV 6.0","lm21a","55","app2","2022-8","18868","422573.0","576148.4125","18.187160481857727","24.27473464397983"
"AU","webOSTV 6.0","lm21a","43","app3","2022-8","1563","5968.0","6798.844444444445","3.4453340645279225","3.621464901748332"
"KR","webOSTV 6.0","lm21a","75","app5","2022-5","10216","41922.0","31278.022777777776","3.932364928755421","2.890096262603207"
"KR","webOSTV 6.0","lm21a","55","app2","2022-10","10771","171134.0","218589.65666666668","13.839422363086062","17.26985047394812"
"JP","webOSTV 6.0","lm21u","65","app2","2022-8","999","22783.0","27593.119444444445","19.722856189522854","23.39418443443444"
"KR","webOSTV 6.0","lm21u","55","app1","2022-7","3798","5922.0","1217.2058333333334","1.5395279459506888","0.3102221101069483"
"KR","webOSTV 6.0","lm21a","65","app5","2022-12","8063","37062.0","33218.20222222222","4.36394431362829","3.8689739308648083"
"JP","webOSTV 6.0","lm21u","75","app5","2022-12","167","1070.0","1022.6152777777778","6.089820359281437","5.8162666333998665"
"KR","webOSTV 6.0","k7lp","65","app4","2022-7","47","835.0","1016.0494444444445","14.446808510638299","16.912943262411343"
"AU","webOSTV 6.0","e60F20","75","app3","2022-12","19","106.0","121.23277777777778","5.447368421052632","6.290826023391811"
"AU","webOSTV 6.0","k7lp","55","app1","2022-5","37","130.0","38.341388888888886","3.5135135135135136","1.0362537537537537"
"JP","webOSTV 6.0","lm21a","75","app5","2022-4","142","1026.0","786.2838888888889","6.926056338028169","5.291509194053208"
"JP","webOSTV 6.0","lm21a","65","app3","2022-4","72","172.0","120.76083333333334","2.3541666666666665","1.6597048611111114"
"JP","webOSTV 6.0","e60F20","55","app2","2022-4","4","7.0","7.972222222222222","1.75","1.9930555555555554"
"KR","webOSTV 6.0","o20","55","app3","2022-1","9","9.0","0.2586111111111111","1.0","0.02873456790123457"
"KR","webOSTV 6.0","k7lp","55","app2","2022-5","39","414.0","341.08666666666664","10.025641025641026","8.165868945868946"
"JP","webOSTV 6.0","lm21a","75","app2","2022-1","2","7.0","2.982222222222222","3.5","1.4911111111111113"
"KR","webOSTV 6.0","e60F20","65","app4","2022-4","16","398.0","514.5944444444444","21.71875","27.863472222222217"
"KR","webOSTV 6.0","lm21u","55","app4","2022-7","28704","613625.0","814531.1005555555","17.91759694511183","23.14011052454198"
"AU","webOSTV 6.0","lm21a","65","app2","2022-8","21398","551816.0","732922.3266666667","20.909655576080542","27.357527079174154"
"AU","webOSTV 6.0","lm21a","75","app2","2022-10","20866","601665.0","779795.8594444444","22.981353504833418","29.488495979486668"
"KR","webOSTV 6.0","lm21a","43","app4","2022-10","8276","164687.0","251563.0925","16.02878074306646","23.524982931699967"
"AU","webOSTV 6.0","o20","65","app3","2022-11","5476","25036.0","22138.179166666665","4.258365893669671","3.744062744348787"
"JP","webOSTV 6.0","o20","65","app1","2022-10","2928","36241.0","34497.0075","11.45111814149685","10.910275240463317"
"AU","webOSTV 6.0","lm21u","75","app2","2022-11","3937","119012.0","140801.42388888888","23.321240654944027","27.377793788116747"
"JP","webOSTV 6.0","o20","65","app4","2022-9","3335","102659.0","120081.9986111111","25.50948671859397","29.132720108514746"
"KR","webOSTV 6.0","o20","55","app4","2022-12","7553","184620.0","249256.97611111111","19.58146726663137","25.944023855214393"
"JP","webOSTV 6.0","lm21a","55","app1","2022-9","1415","17353.0","19437.694722222222","11.200893907315926","12.304291735277973"
"AU","webOSTV 6.0","lm21a","65","app3","2022-5","5110","18540.0","14593.190555555555","3.430714556594494","2.627441751467221"
"JP","webOSTV 6.0","lm21u","55","app4","2022-8","4415","130335.0","163898.705","24.757827051236507","30.37948241276061"
"AU","webOSTV 6.0","o20","55","app3","2022-4","5084","24082.0","20809.320555555554","4.437938380858735","3.7811640882770687"
"KR","webOSTV 6.0","o20","65","app2","2022-3","243","1183.0","701.3188888888889","4.368852459016393","2.4726104280510026"
"JP","webOSTV 6.0","lm21u","55","app5","2022-7","1260","10560.0","10914.043055555556","8.031167459059693","8.249735685566705"
"KR","webOSTV 6.0","k7lp","65","app3","2022-12","8","15.0","1.075","1.875","0.134375"
"JP","webOSTV 6.0","lm21a","75","app2","2022-9","458","10201.0","11928.955833333333","18.75873362445415","21.588378416626227"
"KR","webOSTV 6.0","lm21a","55","app5","2022-1","42","106.0","53.236666666666665","2.3214285714285716","1.0187037037037037"
"KR","webOSTV 6.0","e60F20","75","app2","2022-6","86","1444.0","1642.2583333333334","15.0","16.818993863049094"
"KR","webOSTV 6.0","k7lp","75","app1","2022-6","4","4.0","0.043333333333333335","1.0","0.010833333333333334"
"AU","webOSTV 6.0","k7lp","65","app5","2022-5","24","69.0","4.017222222222222","2.875","0.16738425925925926"
"AU","webOSTV 6.0","k7lp","65","app5","2022-6","16","27.0","1.2252777777777777","1.6875","0.0765798611111111"
"KR","webOSTV 6.0","k7lp","75","app2","2022-6","11","166.0","360.1513888888889","14.227272727272727","30.31892676767676"
"AU","webOSTV 6.0","k7lp","75","app1","2022-5","7","36.0","15.4","5.142857142857143","2.2"
"KR","webOSTV 6.0","k7lp","75","app1","2022-5","2","2.0","0.06055555555555556","1.0","0.030277777777777775"
"KR","webOSTV 6.0","e60F20","75","app2","2022-2","2","12.0","9.608333333333333","6.0","4.804166666666666"
"AU","webOSTV 6.0","k7lp","75","app3","2022-12","1","1.0","0.008333333333333333","1.0","0.008333333333333333"
"JP","webOSTV 6.0","o20","65","app3","2022-2","2","2.0","0.03888888888888889","1.0","0.019444444444444445"
"AU","webOSTV 6.0","o20","65","app1","2022-7","14613","130673.0","143735.7775","8.13848840492142","8.84064279873416"
"JP","webOSTV 6.0","o20","55","app4","2022-10","6973","231285.0","266189.03222222225","27.80549581839905","31.098418438868975"
"AU","webOSTV 6.0","lm21u","65","app2","2022-10","8065","230247.0","283620.9058333333","22.674121821129617","27.6868077338656"
"KR","webOSTV 6.0","o20","65","app4","2022-11","29057","666847.0","820650.3830555555","18.788629478614006","22.647257740005674"
"AU","webOSTV 6.0","lm21a","65","app4","2022-2","173","831.0","642.5758333333333","4.445086705202312","3.3867638086062937"
"KR","webOSTV 6.0","lm21u","75","app2","2022-12","3608","87953.0","112476.48222222223","20.686193239384732","26.107357695495995"
"JP","webOSTV 6.0","lm21a","65","app4","2022-7","2164","76552.0","96950.31555555556","30.04468927857252","36.99193763352647"
"JP","webOSTV 6.0","o20","65","app1","2022-8","2571","34332.0","35833.10805555555","12.441789691789692","12.865641097585543"
"AU","webOSTV 6.0","e60F20","75","app1","2022-6","40","314.0","275.5961111111111","7.2375","6.145635416666669"
"KR","webOSTV 6.0","lm21u","55","app3","2022-4","3580","9245.0","5910.444444444444","2.545378385925719","1.6168352648236055"
"AU","webOSTV 6.0","lm21u","75","app3","2022-4","1085","4188.0","3073.5652777777777","3.6983425414364643","2.697690965827706"
"JP","webOSTV 6.0","lm21u","65","app2","2022-6","732","16385.0","19824.18833333333","20.05669398907104","23.563196974296705"
"JP","webOSTV 6.0","lm21a","43","app2","2022-1","30","120.0","108.1036111111111","3.8666666666666667","3.4652731481481482"
"JP","webOSTV 6.0","lm21u","65","app1","2022-5","800","10625.0","11288.992222222223","12.185625","12.613095312500004"
"KR","webOSTV 6.0","e60F20","75","app5","2022-11","64","354.0","311.42833333333334","5.3984375","4.742426215277779"
"AU","webOSTV 6.0","e60F20","65","app2","2022-7","71","1709.0","2263.9719444444445","19.870892018779344","25.820553599374023"
"KR","webOSTV 6.0","e60F20","75","app1","2022-6","16","19.0","2.0025","1.1875","0.12515625"
"KR","webOSTV 6.0","k7lp","43","app2","2022-9","65","1052.0","1441.6847222222223","14.064102564102564","18.193648860398863"
"JP","webOSTV 6.0","o20","65","app3","2022-6","183","486.0","246.07361111111112","2.6147540983606556","1.3163995142683662"
"KR","webOSTV 6.0","k7lp","55","app1","2022-6","16","24.0","1.9986111111111111","1.5","0.12491319444444446"
"KR","webOSTV 6.0","k7lp","75","app1","2022-9","3","5.0","1.4483333333333333","1.6666666666666667","0.48277777777777775"
"JP","webOSTV 6.0","lm21u","55","app3","2022-2","3","3.0","0.16416666666666666","1.0","0.05472222222222222"
"JP","webOSTV 6.0","lm21a","75","app4","2022-1","1","3.0","0.05527777777777778","3.0","0.05527777777777778"
"KR","webOSTV 6.0","k7lp","75","app1","2022-8","4","5.0","0.13055555555555556","1.25","0.03263888888888889"
"KR","webOSTV 6.0","k7lp","75","app3","2022-5","1","2.0","0.015","2.0","0.015"
"AU","webOSTV 6.0","lm21a","65","app2","2022-6","21269","586425.0","789358.5225","22.223971793922452","29.548298507970223"
"KR","webOSTV 6.0","lm21u","65","app1","2022-11","2865","4999.0","1387.9016666666666","1.6928264155330774","0.4724723546357658"
"AU","webOSTV 6.0","lm21u","55","app1","2022-4","2465","17411.0","19863.82361111111","6.59035941089042","7.366737377831826"
"KR","webOSTV 6.0","lm21a","65","app1","2022-10","2478","4386.0","1039.6452777777777","1.7378024193548387","0.3836058747759856"
"AU","webOSTV 6.0","e60F20","65","app1","2022-12","498","3240.0","3611.8716666666664","6.04","6.598142222222225"
"JP","webOSTV 6.0","lm21a","43","app1","2022-9","3520","39369.0","46228.63916666667","10.145112497636605","11.815570156089159"
"KR","webOSTV 6.0","lm21u","75","app1","2022-12","297","604.0","124.77111111111111","1.8533333333333333","0.3312527777777779"
"JP","webOSTV 6.0","o20","65","app5","2022-7","1037","9414.0","8851.828055555556","8.402403846153845","7.812297809829062"
"JP","webOSTV 6.0","lm21u","65","app1","2022-6","917","11184.0","11235.223055555556","11.19083969465649","11.030183822044508"
"AU","webOSTV 6.0","k7lp","55","app4","2022-12","255","12972.0","16122.018333333333","36.51437908496732","44.99061946259985"
"KR","webOSTV 6.0","o20","65","app5","2022-2","97","243.0","98.39111111111112","2.3711340206185567","0.9463359106529209"
"KR","webOSTV 6.0","k7lp","55","app1","2022-5","13","34.0","2.641111111111111","2.6153846153846154","0.20316239316239318"
"KR","webOSTV 6.0","lm21a","75","app5","2022-1","145","450.0","191.24666666666667","2.9482758620689653","1.2378553639846743"
"KR","webOSTV 6.0","e60F20","65","app2","2022-12","13","267.0","346.9144444444444","18.807692307692307","23.662606837606834"
"KR","webOSTV 6.0","lm21u","55","app5","2022-2","86","179.0","66.15333333333334","2.0","0.654793281653747"
"AU","webOSTV 6.0","lm21u","55","app1","2022-3","6","21.0","7.524166666666667","2.9166666666666665","0.9852083333333335"
"JP","webOSTV 6.0","lm21a","43","app3","2022-1","4","8.0","0.24194444444444443","2.0","0.0604861111111111"
"AU","webOSTV 6.0","lm21u","75","app2","2022-7","3943","118240.0","146170.2836111111","24.73277894343354","30.157642294245026"
"AU","webOSTV 6.0","o20","55","app4","2022-7","12785","250308.0","311154.045","15.734554294223768","19.159447890914922"
"KR","webOSTV 6.0","o20","65","app2","2022-4","23009","485064.0","596388.8213888889","18.163351285615015","22.02016196263803"
"KR","webOSTV 6.0","o20","65","app5","2022-9","12842","62407.0","57302.09388888889","4.6241092966639625","4.190143182606999"
"KR","webOSTV 6.0","o20","65","app2","2022-7","29583","752780.0","947564.3283333334","22.069998843083166","27.37200379323963"
"KR","webOSTV 6.0","lm21a","55","app4","2022-10","10662","190915.0","283671.73277777777","14.923971125902316","21.378089088940502"
"AU","webOSTV 6.0","lm21a","65","app5","2022-11","13382","136854.0","173939.05305555556","9.18546044922632","11.476765248959806"
"KR","webOSTV 6.0","o20","55","app5","2022-10","3387","17533.0","16948.842777777776","4.9585301062573786","4.744535041978224"
"AU","webOSTV 6.0","lm21u","65","app4","2022-10","6237","151799.0","209048.89694444445","19.014441688916936","25.89118480013385"
"AU","webOSTV 6.0","lm21u","75","app4","2022-11","3245","96378.0","120130.78888888888","22.058500225415614","27.772367288182373"
"JP","webOSTV 6.0","lm21u","55","app3","2022-8","254","467.0","252.70388888888888","1.828740157480315","0.9879768153980752"
"KR","webOSTV 6.0","o20","55","app3","2022-12","686","1681.0","1182.943611111111","2.357142857142857","1.586110503725299"
"JP","webOSTV 6.0","o20","65","app3","2022-8","208","567.0","408.46694444444444","2.688995215311005","1.9385925039872405"
"JP","webOSTV 6.0","lm21a","65","app1","2022-12","2797","38202.0","36283.71805555555","12.709136617874568","11.849061004171787"
"AU","webOSTV 6.0","lm21a","65","app3","2022-9","3959","13583.0","12096.475","2.9997072095202935","2.6270272549238665"
"KR","webOSTV 6.0","o20","65","app3","2022-4","4353","13005.0","8270.046944444444","2.9070292182958544","1.8236277790525732"
"AU","webOSTV 6.0","lm21u","75","app3","2022-11","817","2993.0","2450.427777777778","3.579421352893236","2.939466777596668"
"JP","webOSTV 6.0","lm21u","65","app2","2022-9","989","21606.0","24786.801111111112","18.552241321199862","21.332571574354947"
"AU","webOSTV 6.0","lm21a","65","app2","2022-2","242","1194.0","934.6336111111111","4.640495867768595","3.5342022497704315"
"JP","webOSTV 6.0","e60F20","65","app4","2022-10","23","692.0","671.4925","23.17391304347826","19.807922705314013"
"JP","webOSTV 6.0","lm21u","65","app2","2022-5","639","15143.0","18377.769722222223","19.996609285341684","23.9394343737321"
"AU","webOSTV 6.0","k7lp","55","app2","2022-12","163","2585.0","2278.321388888889","13.957055214723926","11.862637184730742"
"AU","webOSTV 6.0","e60F20","65","app5","2022-8","44","424.0","466.13972222222225","8.931818181818182","9.874671717171717"
"KR","webOSTV 6.0","lm21a","43","app5","2022-1","86","165.0","46.25333333333333","1.8430232558139534","0.5229796511627907"
"JP","webOSTV 6.0","o20","65","app5","2022-3","11","48.0","19.72277777777778","3.909090909090909","1.5087626262626264"
"AU","webOSTV 6.0","k7lp","43","app5","2022-10","52","115.0","14.74","2.1634615384615383","0.2831517094017094"
"AU","webOSTV 6.0","e60F20","75","app1","2022-5","37","241.0","212.1627777777778","6.513513513513513","5.734129129129129"
"AU","webOSTV 6.0","k7lp","65","app4","2022-4","53","2425.0","2839.3058333333333","35.29245283018869","40.070309224318684"
"KR","webOSTV 6.0","lm21u","55","app3","2022-3","35","43.0","4.628611111111111","1.2285714285714286","0.13224603174603175"
"AU","webOSTV 6.0","e60F20","65","app4","2022-4","37","435.0","593.25","10.486486486486486","13.85766141141141"
"AU","webOSTV 6.0","k7lp","65","app3","2022-7","12","16.0","1.6952777777777779","1.3333333333333333","0.14127314814814815"
"KR","webOSTV 6.0","k7lp","43","app1","2022-5","10","15.0","1.1855555555555555","1.5","0.11855555555555553"
"JP","webOSTV 6.0","o20","65","app4","2022-2","14","61.0","36.89527777777778","3.892857142857143","2.4022619047619047"
"AU","webOSTV 6.0","e60F20","75","app2","2022-1","1","3.0","0.5375","1.5","0.26875"
"JP","webOSTV 6.0","e60F20","65","app3","2022-10","2","11.0","9.475555555555555","5.5","4.737777777777778"
"KR","webOSTV 6.0","e60F20","75","app3","2022-5","12","17.0","3.7830555555555554","1.4166666666666667","0.3152546296296296"
"JP","webOSTV 6.0","lm21a","55","app3","2022-1","1","1.0","0.0225","1.0","0.0225"
"JP","webOSTV 6.0","lm21a","75","app1","2022-2","3","4.0","1.1855555555555555","1.3333333333333333","0.39518518518518525"
"KR","webOSTV 6.0","lm21a","75","app2","2022-4","21466","424497.0","524742.4980555555","17.10656640903871","20.86229447100048"
"JP","webOSTV 6.0","o20","55","app2","2022-5","3191","73198.0","86807.53805555556","19.96440129449838","23.29970522903109"
"KR","webOSTV 6.0","lm21a","43","app5","2022-11","3287","11674.0","10262.257222222222","3.398480243161094","2.9191694669593597"
"JP","webOSTV 6.0","lm21u","55","app1","2022-5","2589","33638.0","35647.35138888889","12.076967592592593","12.658523233882029"
"AU","webOSTV 6.0","o20","65","app5","2022-10","15140","166668.0","190501.16194444444","9.901131408876147","11.1677063581618"
"AU","webOSTV 6.0","lm21u","55","app5","2022-10","2788","28898.0","36783.75111111111","8.972343359892626","10.750847489442314"
"KR","webOSTV 6.0","lm21u","55","app4","2022-10","29231","637168.0","873713.1658333334","18.224297957695114","24.19674813266751"
"AU","webOSTV 6.0","lm21u","65","app5","2022-8","5062","49910.0","60007.869722222225","9.099831422004305","10.821220992270991"
"JP","webOSTV 6.0","lm21u","55","app4","2022-12","5934","178491.0","218421.05222222224","26.153746987276506","31.493126288386936"
"AU","webOSTV 6.0","lm21a","43","app5","2022-4","5176","39551.0","53417.931666666664","6.847151319480854","8.990466704328165"
"KR","webOSTV 6.0","o20","55","app2","2022-6","6987","136139.0","178309.4688888889","16.74598518760774","21.53659279869878"
"AU","webOSTV 6.0","e60F20","65","app1","2022-6","37","238.0","344.24","6.337837837837838","9.296212462462464"
"JP","webOSTV 6.0","lm21a","55","app1","2022-10","1603","21629.0","22275.166666666668","12.547218762972188","12.747226921036857"
"JP","webOSTV 6.0","o20","55","app5","2022-6","1689","12485.0","11866.414444444445","6.954142011834319","6.535256410256412"
"JP","webOSTV 6.0","o20","55","app5","2022-4","1213","9205.0","8212.263333333334","7.1700988467874796","6.224439524986273"
"JP","webOSTV 6.0","lm21u","75","app1","2022-11","360","4104.0","3909.6280555555554","10.457638888888889","9.774069637345676"
"JP","webOSTV 6.0","lm21a","43","app4","2022-4","2333","57995.0","73891.16694444444","20.683440399714488","25.331079804108168"
"AU","webOSTV 6.0","lm21a","55","app1","2022-3","48","90.0","18.147222222222222","1.875","0.3780671296296296"
"AU","webOSTV 6.0","e60F20","65","app4","2022-10","306","4247.0","5146.6513888888885","11.785016286644952","14.000216250452414"
"JP","webOSTV 6.0","lm21a","55","app4","2022-5","952","30345.0","37764.49","26.456278419027633","32.44791039990674"
"JP","webOSTV 6.0","o20","65","app1","2022-6","2209","26394.0","25197.967777777776","10.998190045248869","10.43809697083962"
"JP","webOSTV 6.0","lm21u","75","app1","2022-5","231","2926.0","2953.7463888888888","11.872294372294371","12.063971260221258"
"AU","webOSTV 6.0","k7lp","55","app1","2022-4","39","124.0","20.7975","3.08974358974359","0.5200997150997149"
"JP","webOSTV 6.0","o20","55","app1","2022-2","44","127.0","35.32333333333333","2.8295454545454546","0.7786489898989899"
"JP","webOSTV 6.0","lm21u","55","app2","2022-1","13","133.0","118.40166666666667","10.23076923076923","9.107820512820513"
"AU","webOSTV 6.0","k7lp","43","app3","2022-7","10","20.0","0.3075","2.0","0.03075"
"KR","webOSTV 6.0","k7lp","65","app1","2022-5","7","12.0","0.1761111111111111","1.7142857142857142","0.025158730158730158"
"JP","webOSTV 6.0","o20","65","app5","2022-1","10","37.0","17.864444444444445","3.5","1.645041666666667"
"AU","webOSTV 6.0","k7lp","55","app3","2022-6","15","40.0","17.869444444444444","2.466666666666667","0.9389907407407407"
"KR","webOSTV 6.0","e60F20","65","app3","2022-6","2","3.0","0.025555555555555557","1.5","0.012777777777777779"
"AU","webOSTV 6.0","o20","65","app4","2022-8","19233","395475.0","473775.9038888889","16.942999940619675","19.996679291386066"
"AU","webOSTV 6.0","lm21a","55","app5","2022-5","11181","109097.0","143748.79833333334","8.841591146753391","11.467269695697544"
"KR","webOSTV 6.0","o20","55","app3","2022-5","1138","2878.0","1835.2658333333334","2.4551845342706504","1.5566893673110724"
"AU","webOSTV 6.0","lm21u","65","app2","2022-9","8720","208704.0","257161.34555555554","18.839038363866507","22.937334684187693"
"KR","webOSTV 6.0","o20","55","app4","2022-4","7178","143100.0","178879.82694444444","16.93061745589601","20.604571275662856"
"AU","webOSTV 6.0","lm21a","65","app2","2022-10","20378","579313.0","756993.5430555556","22.60853886564441","29.198871991229616"
"AU","webOSTV 6.0","o20","65","app4","2022-12","18946","431791.0","527670.8797222222","17.724608412958617","21.510973733608754"
"AU","webOSTV 6.0","lm21u","65","app3","2022-7","2290","10048.0","9337.75138888889","4.066769771955362","3.7098167648096685"
"AU","webOSTV 6.0","lm21a","75","app3","2022-6","4474","14747.0","12625.5775","3.1027108433734933","2.5724102490207743"
"JP","webOSTV 6.0","o20","55","app1","2022-6","4420","54701.0","55401.25027777778","11.477948563391601","11.43331145142656"
"AU","webOSTV 6.0","lm21u","55","app5","2022-8","2758","24732.0","30501.474444444444","8.172454185901087","9.884111866627439"
"KR","webOSTV 6.0","lm21u","65","app3","2022-8","3061","5622.0","2730.2672222222222","1.8157579714876482","0.8641212923664767"
"KR","webOSTV 6.0","o20","65","app1","2022-11","2072","3512.0","1362.1930555555555","1.6563404050144648","0.6084754701060753"
"JP","webOSTV 6.0","k7lp","55","app2","2022-8","321","6315.0","6748.7725","17.104880581516095","17.964766643590636"
"KR","webOSTV 6.0","lm21a","75","app2","2022-3","237","982.0","576.7252777777778","3.8839662447257384","2.22545358649789"
"JP","webOSTV 6.0","o20","65","app3","2022-12","271","671.0","391.4111111111111","2.4356617647058822","1.4295128676470579"
"KR","webOSTV 6.0","lm21a","43","app3","2022-6","546","962.0","379.1813888888889","1.7559414990859232","0.6900213284582568"
"KR","webOSTV 6.0","lm21a","43","app2","2022-2","156","695.0","503.8925","4.112179487179487","2.92823717948718"
"AU","webOSTV 6.0","k7lp","43","app5","2022-8","31","71.0","3.694166666666667","2.2903225806451615","0.11916666666666668"
"KR","webOSTV 6.0","k7lp","55","app2","2022-10","154","2039.0","3351.9725","11.69047619047619","18.522440776815777"
"AU","webOSTV 6.0","lm21u","65","app3","2022-3","9","13.0","0.6883333333333334","1.4444444444444444","0.07648148148148148"
"JP","webOSTV 6.0","k7lp","55","app4","2022-6","237","7392.0","8605.535833333333","26.018987341772153","30.452045827473032"
"KR","webOSTV 6.0","lm21a","43","app3","2022-2","17","28.0","2.24","1.588235294117647","0.0998937908496732"
"AU","webOSTV 6.0","e60F20","75","app5","2022-11","60","522.0","579.7019444444444","8.091666666666667","8.951418981481481"
"AU","webOSTV 6.0","k7lp","43","app2","2022-9","72","534.0","574.9066666666666","6.263888888888889","5.871309799382718"
"AU","webOSTV 6.0","e60F20","75","app3","2022-6","31","82.0","82.11888888888889","2.3870967741935485","2.2078136200716845"
"KR","webOSTV 6.0","e60F20","75","app3","2022-8","10","36.0","23.028055555555557","3.6","2.302805555555555"
"AU","webOSTV 6.0","e60F20","75","app2","2022-2","1","13.0","10.239444444444445","13.0","10.239444444444445"
"KR","webOSTV 6.0","lm21u","65","app5","2022-4","15571","70748.0","56640.21555555556","4.333429616791835","3.4149634078281994"
"AU","webOSTV 6.0","lm21a","75","app4","2022-6","16486","424906.0","627977.4977777777","20.804886290714375","30.42403381991432"
"JP","webOSTV 6.0","lm21u","65","app1","2022-10","1332","17516.0","18016.395","12.167792792792792","12.193199588477365"
"AU","webOSTV 6.0","lm21a","75","app3","2022-4","4416","15082.0","11478.011666666667","3.2526103488476372","2.436887879263444"
"KR","webOSTV 6.0","o20","55","app5","2022-11","3272","15787.0","14316.657222222222","4.542315918117935","4.066895347455614"
"AU","webOSTV 6.0","lm21a","43","app5","2022-6","5170","38212.0","55060.083333333336","6.5667011999152765","9.14030224356121"
"KR","webOSTV 6.0","o20","65","app1","2022-9","2587","4753.0","1890.8494444444445","1.8022964106522579","0.7041192536129335"
"AU","webOSTV 6.0","lm21a","43","app1","2022-8","3396","20904.0","27792.969444444443","5.608068043231423","7.304265540965184"
"JP","webOSTV 6.0","lm21u","75","app2","2022-4","194","4381.0","5978.3975","18.64518900343643","24.567457521954942"
"KR","webOSTV 6.0","lm21u","65","app3","2022-12","2825","5233.0","2477.139722222222","1.82096147048427","0.8267699128078236"
"AU","webOSTV 6.0","lm21u","75","app2","2022-10","3885","117085.0","141094.5561111111","24.109505464108185","28.406607584981533"
"JP","webOSTV 6.0","lm21a","65","app2","2022-5","1403","33782.0","39041.25027777778","20.35315764482431","23.2497347855334"
"KR","webOSTV 6.0","o20","55","app5","2022-9","3282","16196.0","15462.394444444444","4.656259518732866","4.4453710049525625"
"KR","webOSTV 6.0","k7lp","75","app2","2022-12","55","1138.0","1677.2333333333333","18.2","26.168790404040404"
"AU","webOSTV 6.0","lm21u","75","app3","2022-12","1043","4212.0","3837.6444444444446","3.8006267261525384","3.293250719967896"
"KR","webOSTV 6.0","k7lp","55","app2","2022-7","73","1270.0","1895.9680555555556","14.321917808219178","21.12569634703197"
"KR","webOSTV 6.0","lm21a","55","app3","2022-8","798","1215.0","418.31694444444446","1.50375","0.495340972222222"
"JP","webOSTV 6.0","lm21u","75","app3","2022-9","28","62.0","20.01388888888889","2.125","0.6265178571428571"
"AU","webOSTV 6.0","e60F20","75","app3","2022-4","26","103.0","99.96694444444445","3.5961538461538463","3.506778846153846"
"KR","webOSTV 6.0","lm21a","55","app2","2022-3","100","357.0","181.37527777777777","3.18","1.5640319444444453"
"AU","webOSTV 6.0","lm21u","65","app5","2022-2","36","109.0","79.24694444444444","2.763888888888889","1.9309220679012347"
"AU","webOSTV 6.0","k7lp","65","app4","2022-10","91","4475.0","5195.638055555555","37.93040293040293","43.23922517297517"
"KR","webOSTV 6.0","o20","55","app4","2022-2","86","355.0","128.6238888888889","3.63953488372093","1.2976453488372097"
"KR","webOSTV 6.0","k7lp","65","app3","2022-5","5","6.0","3.8330555555555557","1.2","0.7666111111111111"
"KR","webOSTV 6.0","e60F20","65","app5","2022-9","9","54.0","55.57833333333333","6.0","6.17537037037037"
"KR","webOSTV 6.0","e60F20","65","app2","2022-6","14","240.0","288.06055555555554","12.357142857142858","15.471994047619049"
"JP","webOSTV 6.0","e60F20","55","app2","2022-8","7","22.0","16.94638888888889","3.142857142857143","2.4209126984126987"
