"country","product","chipset","inch","app_name","use_month","use_tv_cnt","total_use_count","total_use_hour","monthly_avg_use_count","monthly_avg_use_hour"
"GB","webOSTV 6.0","k7lp","55","app3","2022-11","3324","8623.0","6751.052222222223","2.515167416291854","1.9385054417235836"
"FR","webOSTV 6.0","lm21a","55","app5","2022-10","10253","75824.0","88954.85777777778","6.6637852162238245","7.564434302523874"
"FR","webOSTV 6.0","lm21a","43","app3","2022-6","1099","1932.0","1140.0111111111112","1.6836363636363636","0.9241803030303031"
"FR","webOSTV 6.0","k7lp","43","app2","2022-3","26","72.0","46.628055555555555","2.769230769230769","1.7933867521367524"
"FR","webOSTV 6.0","k7lp","55","app5","2022-6","2995","20426.0","25090.02","6.211239016794572","7.495948309420531"
"DE","webOSTV 6.0","k7lp","75","app1","2022-6","5215","34466.0","45504.30777777778","5.871281042537497","7.524118482622859"
"GB","webOSTV 6.0","lm21u","55","app2","2022-11","34386","852112.0","984759.0466666666","20.266534429930662","23.031362473033035"
"DE","webOSTV 6.0","lm21u","65","app2","2022-11","25573","605281.0","751880.0533333333","19.39914988578716","23.66363825557308"
"FR","webOSTV 6.0","lm21a","43","app3","2022-12","898","1931.0","1726.1275","2.1061618411284333","1.8518232904396605"
"FR","webOSTV 6.0","lm21a","43","app4","2022-9","12215","166831.0","224435.1197222222","10.853791836623385","14.013992150770063"
"DE","webOSTV 6.0","k7lp","65","app2","2022-9","12386","225018.0","299438.2263888889","14.568413389601194","18.88866668666633"
"DE","webOSTV 6.0","lm21a","75","app1","2022-11","4640","38124.0","49656.69944444444","7.38144581486155","9.377326496065818"
"GB","webOSTV 6.0","lm21a","75","app4","2022-9","4191","98972.0","144109.63222222222","18.74268379728765","26.437724597069103"
"FR","webOSTV 6.0","lm21a","55","app3","2022-9","1321","2380.0","1392.4291666666666","1.7263436790310371","0.9398819286735642"
"FR","webOSTV 6.0","lm21a","65","app3","2022-7","724","1329.0","670.9463888888889","1.8211325966850829","0.8702346147943519"
"DE","webOSTV 6.0","e60F20","65","app4","2022-9","117","1593.0","1880.9508333333333","10.7991452991453","12.37822491294714"
"FR","webOSTV 6.0","lm21u","65","app5","2022-4","20","61.0","20.23777777777778","2.675","0.7569791666666668"
"DE","webOSTV 6.0","k7lp","55","app5","2022-3","62","131.0","47.53722222222222","2.1129032258064515","0.7667293906810035"
"DE","webOSTV 6.0","e60F20","55","app2","2022-9","3","24.0","13.018888888888888","8.0","4.33962962962963"
"DE","webOSTV 6.0","e60F20","65","app3","2022-5","3","3.0","0.015277777777777777","1.0","0.005092592592592593"
"DE","webOSTV 6.0","e60F20","55","app1","2022-5","2","6.0","4.546666666666667","3.0","2.2733333333333334"
"GB","webOSTV 6.0","lm21u","75","app5","2022-1","7","31.0","14.032777777777778","4.428571428571429","2.00468253968254"
"DE","webOSTV 6.0","e60F20","55","app4","2022-8","2","54.0","98.71527777777777","27.0","49.35763888888889"
"GB","webOSTV 6.0","lm21u","55","app1","2022-3","180","411.0","204.0625","2.283333333333333","1.1336805555555556"
"DE","webOSTV 6.0","lm21a","55","app1","2022-12","15766","127464.0","167699.2463888889","7.208992023018808","9.180625853659063"
"GB","webOSTV 6.0","lm21u","65","app2","2022-8","16012","391927.0","468227.15805555554","20.396287982707726","23.96603238315944"
"DE","webOSTV 6.0","lm21a","55","app4","2022-7","17080","381674.0","605633.5430555556","17.0127032174982","25.75857023251672"
"DE","webOSTV 6.0","k7lp","43","app1","2022-6","11988","70750.0","95065.52694444444","5.007545492831886","6.45482165235336"
"GB","webOSTV 6.0","k7lp","43","app5","2022-6","29043","214760.0","266094.48583333334","6.5682556606477505","7.929171948982517"
"GB","webOSTV 6.0","lm21a","55","app4","2022-10","19931","563201.0","816360.0030555555","22.336664398516","31.405136060043045"
"GB","webOSTV 6.0","lm21u","65","app4","2022-6","9836","218435.0","275724.3491666667","18.355867346938773","22.481277266312134"
"GB","webOSTV 6.0","lm21u","65","app5","2022-3","62","143.0","69.89583333333333","2.306451612903226","1.1273521505376345"
"GB","webOSTV 6.0","k7lp","55","app4","2022-4","99","470.0","384.4058333333333","4.495","3.6133541666666678"
"DE","webOSTV 6.0","o20","55","app3","2022-5","6158","18176.0","12695.691388888888","2.7927610246433203","1.8693212015720329"
"FR","webOSTV 6.0","lm21a","55","app1","2022-1","143","358.0","161.6275","2.5034965034965033","1.1302622377622378"
"DE","webOSTV 6.0","o20","65","app2","2022-3","206","870.0","454.4822222222222","4.186893203883495","2.178183656957929"
"FR","webOSTV 6.0","k7lp","55","app2","2022-7","6560","140710.0","196842.2888888889","17.578215483084428","24.139588007410797"
"GB","webOSTV 6.0","o20","65","app2","2022-4","207","985.0","551.8019444444444","4.672248803827751","2.5598803827751206"
"GB","webOSTV 6.0","k7lp","43","app1","2022-9","32441","200925.0","242811.2577777778","5.5132550997852725","6.451134818599741"
"DE","webOSTV 6.0","e60F20","75","app4","2022-10","130","2227.0","2700.2291666666665","14.51923076923077","18.29222008547009"
"GB","webOSTV 6.0","lm21a","43","app5","2022-4","250","654.0","316.11055555555555","2.5952380952380953","1.2544069664903001"
"DE","webOSTV 6.0","k7lp","75","app1","2022-2","41","126.0","81.0363888888889","3.073170731707317","1.9764972899729"
"GB","webOSTV 6.0","e60F20","65","app2","2022-12","379","9069.0","10698.297777777778","20.346052631578946","23.88014729532164"
"DE","webOSTV 6.0","lm21a","43","app1","2022-11","8949","62086.0","85734.96138888889","5.949861826786835","7.932634782568904"
"DE","webOSTV 6.0","lm21a","65","app1","2022-11","6274","52866.0","69217.7486111111","7.366257969418294","9.323550622617123"
"GB","webOSTV 6.0","e60F20","55","app2","2022-7","542","10644.0","13268.273333333333","16.68165137614679","20.55981252123684"
"FR","webOSTV 6.0","lm21u","65","app5","2022-11","4045","32732.0","34291.607777777775","7.415330867242087","7.613219436452486"
"GB","webOSTV 6.0","e60F20","75","app2","2022-5","27","658.0","855.9286111111111","21.666666666666668","27.456424897119344"
"DE","webOSTV 6.0","e60F20","75","app5","2022-12","87","893.0","855.2711111111112","9.204545454545455","8.360233585858582"
"GB","webOSTV 6.0","k7lp","43","app4","2022-1","177","668.0","472.3066666666667","3.7542372881355934","2.657018989328311"
"DE","webOSTV 6.0","lm21a","55","app4","2022-4","59","341.0","334.1611111111111","5.567796610169491","5.22155131826742"
"GB","webOSTV 6.0","k7lp","65","app4","2022-3","66","355.0","313.3088888888889","5.378787878787879","4.747104377104378"
"FR","webOSTV 6.0","e60F20","65","app5","2022-7","11","126.0","123.08722222222222","10.272727272727273","9.955555555555556"
"DE","webOSTV 6.0","lm21u","55","app3","2022-1","33","62.0","8.111666666666666","1.878787878787879","0.24580808080808086"
"DE","webOSTV 6.0","lm21a","75","app1","2022-4","10","16.0","6.811944444444444","1.6","0.6811944444444444"
"FR","webOSTV 6.0","lm21a","65","app3","2022-1","14","20.0","0.9666666666666667","1.4285714285714286","0.06904761904761904"
"FR","webOSTV 6.0","e60F20","55","app5","2022-9","1","1.0","0.8283333333333334","1.0","0.8283333333333334"
"FR","webOSTV 6.0","lm21a","55","app2","2022-5","15389","302940.0","374089.8644444444","16.18280581354232","19.54905027389295"
"FR","webOSTV 6.0","lm21u","55","app1","2022-8","10451","72898.0","85597.88","6.365743758201458","7.3556457392086765"
"GB","webOSTV 6.0","lm21a","55","app1","2022-8","23078","185308.0","227395.0088888889","7.387471682322556","8.831343852158074"
"DE","webOSTV 6.0","lm21u","75","app2","2022-12","2798","73240.0","94259.02138888888","21.89591279730119","27.921394838679895"
"DE","webOSTV 6.0","k7lp","65","app2","2022-6","11136","201397.0","267491.8933333333","14.675530037977335","18.990972222637552"
"DE","webOSTV 6.0","lm21a","55","app5","2022-8","10896","80600.0","103921.82277777778","6.585222003377147","8.271317907633353"
"FR","webOSTV 6.0","k7lp","55","app4","2022-10","6001","119336.0","169777.69444444444","16.189481858397397","22.023730063629802"
"FR","webOSTV 6.0","lm21a","43","app1","2022-8","8231","49812.0","59963.95416666667","5.4500841254423085","6.425228110601668"
"FR","webOSTV 6.0","lm21u","55","app5","2022-12","8284","68333.0","80029.70027777778","7.611989309105504","8.734683572631797"
"FR","webOSTV 6.0","o20","55","app1","2022-10","18631","127838.0","140726.78944444444","6.152897055144563","6.675725863333849"
"FR","webOSTV 6.0","lm21a","65","app5","2022-5","4654","36226.0","41833.79194444444","7.130367235969295","8.078534453143545"
"FR","webOSTV 6.0","lm21a","75","app4","2022-12","1912","49001.0","73297.33972222223","21.06574364332985","30.510511363636372"
"DE","webOSTV 6.0","k7lp","75","app2","2022-10","7933","152300.0","202765.10083333333","15.89283465558494","20.75137254147486"
"FR","webOSTV 6.0","k7lp","55","app5","2022-12","3181","24320.0","30488.126111111113","6.981120738678879","8.654471087989986"
"DE","webOSTV 6.0","o20","55","app3","2022-6","5545","15784.0","12151.843055555555","2.671754923150816","2.0004480617595264"
"DE","webOSTV 6.0","k7lp","65","app1","2022-2","261","655.0","392.9688888888889","2.5019157088122603","1.4935211792252021"
"GB","webOSTV 6.0","lm21a","55","app3","2022-6","3204","6908.0","4937.0072222222225","2.0773383162047128","1.4362893756416022"
"GB","webOSTV 6.0","lm21a","75","app5","2022-11","3925","39511.0","48581.24166666667","9.097029559154622","10.830987660485308"
"DE","webOSTV 6.0","k7lp","43","app2","2022-9","18795","245396.0","337415.1458333333","10.012470407397558","13.37087869887204"
"FR","webOSTV 6.0","lm21u","55","app3","2022-9","1937","4154.0","2412.883888888889","2.0441782586295725","1.133380738737192"
"DE","webOSTV 6.0","k7lp","75","app2","2022-9","7977","152816.0","199992.63555555555","15.25939355461764","19.431792401399722"
"DE","webOSTV 6.0","lm21a","55","app3","2022-7","1049","1984.0","1232.5144444444445","1.8014285714285714","1.0578146825396826"
"GB","webOSTV 6.0","k7lp","75","app1","2022-9","3450","23380.0","28870.453055555554","6.0891516051828","7.274447120895348"
"GB","webOSTV 6.0","e60F20","55","app5","2022-6","301","2540.0","3170.9752777777776","7.569078947368421","9.030132035818713"
"DE","webOSTV 6.0","lm21u","75","app2","2022-9","3291","64532.0","74792.87027777778","15.693038294432657","18.04425151280411"
"DE","webOSTV 6.0","e60F20","65","app1","2022-8","108","1076.0","1307.15","8.86111111111111","10.411634516460904"
"FR","webOSTV 6.0","lm21a","55","app1","2022-2","74","180.0","71.23861111111111","2.4324324324324325","0.9626839339339341"
"DE","webOSTV 6.0","lm21a","55","app2","2022-3","48","149.0","114.5411111111111","3.0416666666666665","2.3793952546296295"
"FR","webOSTV 6.0","k7lp","55","app5","2022-2","24","48.0","17.723333333333333","2.0","0.7384722222222222"
"FR","webOSTV 6.0","lm21a","43","app3","2022-2","11","11.0","0.3383333333333333","1.0","0.030757575757575758"
"FR","webOSTV 6.0","lm21a","75","app3","2022-2","2","4.0","0.11638888888888889","2.0","0.058194444444444444"
"GB","webOSTV 6.0","e60F20","55","app5","2022-2","2","3.0","2.5772222222222223","1.5","1.2886111111111112"
"DE","webOSTV 6.0","e60F20","55","app1","2022-10","1","2.0","1.4230555555555555","2.0","1.4230555555555555"
"GB","webOSTV 6.0","e60F20","55","app4","2022-1","1","2.0","4.663611111111111","2.0","4.663611111111111"
"FR","webOSTV 6.0","lm21a","65","app2","2022-12","8833","235928.0","308941.37305555557","21.858541420867482","27.87971883187983"
"FR","webOSTV 6.0","lm21a","43","app2","2022-5","14775","241112.0","303838.1511111111","13.10066484763752","16.114551043060377"
"DE","webOSTV 6.0","lm21a","65","app4","2022-10","9836","239958.0","393412.92555555556","18.6306460950595","29.3874961163061"
"FR","webOSTV 6.0","lm21a","65","app4","2022-7","8233","179965.0","257950.22944444444","18.054217744871952","24.970037831586907"
"FR","webOSTV 6.0","o20","65","app4","2022-8","14029","215151.0","230121.94805555555","13.386308637981237","13.986834702152011"
"GB","webOSTV 6.0","e60F20","55","app5","2022-10","557","5713.0","6394.2575","9.140429338103758","10.021745925263366"
"FR","webOSTV 6.0","lm21u","55","app1","2022-10","10836","74811.0","86450.69","6.155440765908133","6.96158999275931"
"FR","webOSTV 6.0","lm21u","65","app4","2022-5","6044","105398.0","132911.29333333333","15.197837465564737","18.747699464340375"
"DE","webOSTV 6.0","lm21u","75","app1","2022-5","2350","19683.0","23349.16611111111","7.434748761500353","8.661374144845485"
"DE","webOSTV 6.0","k7lp","43","app4","2022-5","15292","244437.0","373624.95166666666","12.380798082889722","18.011686463566818"
"GB","webOSTV 6.0","o20","55","app4","2022-7","31087","695373.0","762825.4888888889","18.574055274863905","19.906561329843708"
"GB","webOSTV 6.0","k7lp","65","app5","2022-2","100","313.0","185.91472222222222","3.13","1.8591472222222225"
"GB","webOSTV 6.0","k7lp","75","app2","2022-12","5563","146505.0","206727.7575","21.734383092307084","29.984624511418318"
"FR","webOSTV 6.0","lm21u","75","app4","2022-8","757","12801.0","15800.342222222222","14.6334214002642","17.81169859092909"
"DE","webOSTV 6.0","lm21u","65","app2","2022-4","341","1431.0","875.3580555555556","4.112903225806452","2.479813457152167"
"DE","webOSTV 6.0","lm21u","75","app4","2022-12","2766","69079.0","98648.55527777778","20.288513054256125","27.944133958835884"
"GB","webOSTV 6.0","k7lp","65","app1","2022-7","10384","76833.0","96419.44805555555","6.758143557221101","8.26880647907925"
"FR","webOSTV 6.0","o20","65","app2","2022-2","100","444.0","250.91722222222222","4.4","2.488940277777777"
"DE","webOSTV 6.0","lm21a","55","app1","2022-11","13291","100803.0","131459.20944444445","6.652024632682883","8.383989028963907"
"GB","webOSTV 6.0","lm21a","65","app2","2022-9","13595","288119.0","362113.0733333333","17.017462312267366","20.78826552386487"
"GB","webOSTV 6.0","e60F20","55","app5","2022-8","433","4620.0","5654.9047222222225","9.85354691075515","11.850269832189165"
"DE","webOSTV 6.0","lm21u","65","app3","2022-11","2102","5737.0","4497.264166666667","2.609952606635071","1.984059439178515"
"FR","webOSTV 6.0","k7lp","75","app4","2022-11","2452","62879.0","93520.61333333333","20.944591297275316","29.856044660205136"
"DE","webOSTV 6.0","k7lp","43","app3","2022-9","960","2033.0","1284.2683333333334","1.898109608047173","1.1497287258642617"
"FR","webOSTV 6.0","k7lp","43","app3","2022-11","256","467.0","229.95777777777778","1.76171875","0.8259695095486113"
"DE","webOSTV 6.0","lm21a","55","app2","2022-4","46","179.0","96.11222222222223","3.891304347826087","2.0893961352657002"
"FR","webOSTV 6.0","lm21a","65","app1","2022-1","49","127.0","59.48111111111111","2.5918367346938775","1.2139002267573697"
"FR","webOSTV 6.0","lm21a","43","app1","2022-2","54","105.0","54.590555555555554","1.9444444444444444","1.0109362139917697"
"DE","webOSTV 6.0","lm21a","43","app4","2022-4","47","168.0","102.82611111111112","3.4468085106382977","2.1752984633569743"
"DE","webOSTV 6.0","e60F20","55","app2","2022-8","3","93.0","84.87555555555555","25.0","23.676666666666666"
"FR","webOSTV 6.0","e60F20","75","app1","2022-7","13","63.0","37.55222222222222","4.846153846153846","2.8886324786324784"
"DE","webOSTV 6.0","lm21a","75","app1","2022-3","26","59.0","29.188333333333333","2.074074074074074","0.7398765432098767"
"DE","webOSTV 6.0","e60F20","55","app4","2022-5","3","151.0","239.97444444444446","50.333333333333336","79.99148148148149"
"GB","webOSTV 6.0","lm21u","75","app1","2022-3","3","5.0","0.05277777777777778","1.6666666666666667","0.017592592592592594"
"DE","webOSTV 6.0","e60F20","75","app5","2022-4","1","3.0","1.7222222222222223","3.0","1.7222222222222223"
"GB","webOSTV 6.0","o20","65","app2","2022-1","384","1827.0","1099.7933333333333","4.717616580310881","2.846618811168682"
"DE","webOSTV 6.0","lm21u","55","app5","2022-7","22454","185644.0","241276.11027777777","7.296834001703266","9.248107672854504"
"GB","webOSTV 6.0","lm21a","55","app2","2022-5","31853","722851.0","941137.5388888889","18.453318266094755","23.378205157797773"
"DE","webOSTV 6.0","lm21a","75","app2","2022-10","8596","173083.0","221215.1577777778","16.3585304958142","20.414261377307987"
"GB","webOSTV 6.0","lm21a","43","app1","2022-8","38923","277494.0","341026.97055555554","6.482016470867276","7.7624430134250995"
"DE","webOSTV 6.0","lm21a","65","app2","2022-12","9962","229958.0","307666.37888888887","19.182890641228155","25.017653382448795"
"FR","webOSTV 6.0","lm21u","65","app1","2022-8","4879","34204.0","40081.49722222222","6.371401282576068","7.310460063522385"
"DE","webOSTV 6.0","lm21a","55","app4","2022-6","14756","308118.0","495611.82972222223","15.718809596143723","24.197466563188577"
"FR","webOSTV 6.0","lm21u","55","app2","2022-6","17376","353409.0","425423.4791666667","16.88495065114217","19.951700304716347"
"FR","webOSTV 6.0","k7lp","65","app5","2022-7","2566","21101.0","25694.00611111111","7.315580212667591","8.604889089227923"
"GB","webOSTV 6.0","o20","55","app4","2022-3","188","837.0","455.55861111111113","4.406914893617022","2.400096040189125"
"GB","webOSTV 6.0","o20","55","app4","2022-1","296","1353.0","672.6758333333333","4.570945945945946","2.2725534909909904"
"FR","webOSTV 6.0","lm21a","55","app1","2022-11","9084","57913.0","70942.54305555555","5.790758876173709","6.917892351941511"
"GB","webOSTV 6.0","lm21a","65","app2","2022-4","104","467.0","267.3122222222222","4.456730769230769","2.528788728632478"
"FR","webOSTV 6.0","lm21a","43","app2","2022-1","220","852.0","742.8275","3.859090909090909","3.3761142676767677"
"DE","webOSTV 6.0","k7lp","55","app3","2022-8","1011","2085.0","1520.2133333333334","1.9935834155972358","1.402824942415268"
"GB","webOSTV 6.0","lm21a","43","app4","2022-1","194","739.0","666.0519444444444","3.711340206185567","3.3616287227949586"
"FR","webOSTV 6.0","lm21a","75","app5","2022-12","1145","9494.0","11905.183055555555","7.50276082534147","9.091637080629015"
"DE","webOSTV 6.0","k7lp","43","app3","2022-12","773","1775.0","1450.818888888889","2.1713917525773194","1.719628615406644"
"GB","webOSTV 6.0","e60F20","75","app1","2022-10","41","354.0","461.57194444444445","8.012195121951219","10.56932926829268"
"GB","webOSTV 6.0","e60F20","55","app2","2022-6","424","7205.0","8651.8175","14.257042253521126","17.12279440532082"
"FR","webOSTV 6.0","lm21u","75","app2","2022-8","879","19259.0","23104.65388888889","17.84821767159651","21.188070697973288"
"FR","webOSTV 6.0","lm21a","65","app3","2022-9","639","1038.0","452.88194444444446","1.5672926447574336","0.6284220135628584"
"FR","webOSTV 6.0","lm21u","75","app4","2022-9","732","11091.0","13196.527222222223","13.233454766241652","15.446967782331509"
"FR","webOSTV 6.0","lm21u","55","app2","2022-2","97","437.0","311.78583333333336","4.438144329896907","3.153198739977091"
"DE","webOSTV 6.0","e60F20","65","app5","2022-11","71","642.0","847.8069444444444","8.570422535211268","11.439677230046945"
"DE","webOSTV 6.0","e60F20","75","app1","2022-2","2","3.0","0.07694444444444444","1.5","0.03847222222222222"
"DE","webOSTV 6.0","o20","65","app2","2022-4","258","1139.0","581.8180555555556","4.268339768339768","2.1433864221364214"
"DE","webOSTV 6.0","lm21u","55","app1","2022-6","32456","233471.0","296469.61861111113","6.395483083715978","7.924384120861147"
"GB","webOSTV 6.0","lm21a","43","app5","2022-7","35909","316887.0","429469.8375","7.730238101863447","10.155325226553876"
"FR","webOSTV 6.0","lm21u","55","app2","2022-12","15994","416251.0","530463.3636111111","21.154528012883187","26.62823895333136"
"DE","webOSTV 6.0","lm21u","75","app3","2022-10","263","542.0","332.1086111111111","1.9433962264150944","1.156030922431866"
"FR","webOSTV 6.0","lm21u","65","app5","2022-5","3832","29620.0","31419.79611111111","7.055352798053527","7.364126066890666"
"GB","webOSTV 6.0","k7lp","55","app3","2022-5","4700","10573.0","6457.0616666666665","2.185576310762046","1.3099628332429227"
"FR","webOSTV 6.0","k7lp","43","app5","2022-6","1634","9199.0","11773.843055555555","5.025805793553652","6.102395139172222"
"DE","webOSTV 6.0","lm21u","65","app1","2022-7","26811","227731.0","281954.13333333336","7.595269912149729","9.187728449232779"
"FR","webOSTV 6.0","lm21u","65","app5","2022-6","3883","28267.0","31319.94861111111","6.785493827160494","7.423408529092366"
"FR","webOSTV 6.0","o20","55","app3","2022-8","3780","10569.0","8072.626944444444","2.6936663143058492","2.0271304004189186"
"GB","webOSTV 6.0","lm21a","75","app4","2022-12","4207","129530.0","199266.14055555555","23.149291633984543","34.51914393637677"
"DE","webOSTV 6.0","k7lp","75","app4","2022-10","7467","190118.0","314687.85833333334","19.82826629248519","31.717177025219016"
"FR","webOSTV 6.0","lm21a","55","app1","2022-8","10402","70220.0","81995.83972222223","6.183658435027705","7.034788270816905"
"FR","webOSTV 6.0","lm21u","65","app4","2022-3","34","153.0","108.48277777777778","4.5","3.1906699346405225"
"DE","webOSTV 6.0","k7lp","75","app2","2022-4","93","320.0","193.65083333333334","3.39247311827957","2.068876941457587"
"FR","webOSTV 6.0","k7lp","55","app4","2022-7","6064","118299.0","170296.89666666667","16.090000732681247","22.355031319579275"
"FR","webOSTV 6.0","lm21u","55","app2","2022-9","18704","393097.0","464975.8197222222","16.90621645090994","19.566465205172555"
"FR","webOSTV 6.0","lm21u","55","app2","2022-11","14717","372068.0","462271.0913888889","20.69502696170551","25.33393263428266"
"DE","webOSTV 6.0","e60F20","75","app2","2022-10","133","2452.0","2877.759722222222","15.770676691729323","18.347703634085214"
"DE","webOSTV 6.0","k7lp","65","app3","2022-12","640","1378.0","1072.82","2.10703125","1.6094854600694444"
"GB","webOSTV 6.0","lm21u","65","app5","2022-11","10330","109538.0","115710.73527777777","9.619085944853765","9.935402788945492"
"DE","webOSTV 6.0","lm21a","55","app4","2022-9","21120","436180.0","687809.7133333334","15.730815434191483","23.70934823669246"
"FR","webOSTV 6.0","lm21u","75","app3","2022-12","105","229.0","123.26083333333334","2.1714285714285713","1.1736653439153437"
"DE","webOSTV 6.0","lm21a","75","app1","2022-2","41","98.0","31.08361111111111","2.3902439024390243","0.7581368563685639"
"GB","webOSTV 6.0","k7lp","75","app2","2022-3","46","207.0","152.15777777777777","4.413043478260869","3.2508272946859904"
"FR","webOSTV 6.0","e60F20","75","app4","2022-7","15","342.0","353.2216666666667","19.233333333333334","19.373361111111112"
"FR","webOSTV 6.0","o20","65","app1","2022-3","45","95.0","23.377222222222223","2.111111111111111","0.5194938271604939"
"FR","webOSTV 6.0","k7lp","43","app4","2022-3","18","59.0","41.05305555555555","3.2777777777777777","2.2807253086419745"
"FR","webOSTV 6.0","lm21a","65","app2","2022-3","42","161.0","113.93","3.8333333333333335","2.712619047619049"
"GB","webOSTV 6.0","lm21a","55","app3","2022-4","31","41.0","20.36138888888889","1.3225806451612903","0.6568189964157705"
"FR","webOSTV 6.0","k7lp","43","app5","2022-2","15","22.0","0.5705555555555556","1.4666666666666666","0.03803703703703703"
"FR","webOSTV 6.0","lm21u","65","app2","2022-4","49","237.0","170.7838888888889","4.704081632653061","3.4600170068027216"
"FR","webOSTV 6.0","lm21a","75","app2","2022-2","11","76.0","52.405277777777776","6.909090909090909","4.764116161616162"
"DE","webOSTV 6.0","e60F20","75","app2","2022-1","3","6.0","2.381388888888889","2.0","0.7937962962962963"
"DE","webOSTV 6.0","o20","55","app2","2022-12","37387","816430.0","1015926.4888888889","18.3784177932162","22.580165328675175"
"GB","webOSTV 6.0","k7lp","43","app2","2022-12","50754","985088.0","1294069.4927777778","15.664987312713512","19.975414696932322"
"GB","webOSTV 6.0","lm21u","65","app5","2022-9","10208","91961.0","97513.30805555555","8.227930393977905","8.559445770557932"
"GB","webOSTV 6.0","lm21u","65","app2","2022-6","14782","318772.0","369256.20472222223","17.55747594291244","20.02833240818439"
"DE","webOSTV 6.0","o20","55","app2","2022-2","308","1299.0","777.3630555555555","4.159677419354839","2.4793530465949827"
"DE","webOSTV 6.0","lm21a","55","app3","2022-12","1609","3693.0","2928.95","2.2270381836945305","1.7227688338493288"
"FR","webOSTV 6.0","k7lp","75","app4","2022-6","2160","47170.0","70931.70583333333","17.19360690863461","24.60842683432509"
"GB","webOSTV 6.0","lm21a","65","app5","2022-7","8510","90926.0","119091.06944444444","9.564054434537775","12.287757877539674"
"FR","webOSTV 6.0","lm21a","65","app1","2022-5","5366","29921.0","30289.91388888889","5.123124749637504","5.02224675696329"
"FR","webOSTV 6.0","k7lp","65","app4","2022-3","23","86.0","66.75555555555556","3.4347826086956523","2.726014492753623"
"GB","webOSTV 6.0","o20","55","app5","2022-7","30591","330328.0","368027.1752777778","9.838146582527047","10.807280183021456"
"FR","webOSTV 6.0","k7lp","75","app4","2022-12","2911","74679.0","112335.33777777778","21.552265205979687","31.409342690859294"
"DE","webOSTV 6.0","lm21a","43","app1","2022-1","153","415.0","179.1275","2.712418300653595","1.1707679738562093"
"GB","webOSTV 6.0","lm21u","55","app3","2022-6","5932","15690.0","10852.950833333334","2.523590779067811","1.6968686955085661"
"DE","webOSTV 6.0","lm21u","65","app5","2022-1","164","411.0","223.24305555555554","2.5060975609756095","1.361238143631436"
"GB","webOSTV 6.0","lm21a","75","app4","2022-5","3896","100876.0","150538.48444444445","20.72799385875128","30.30459561820008"
"DE","webOSTV 6.0","lm21a","55","app1","2022-4","45","112.0","61.235277777777775","2.488888888888889","1.3607839506172839"
"GB","webOSTV 6.0","lm21u","75","app4","2022-8","771","19750.0","24888.866388888888","21.624513618677042","26.50739095450832"
"GB","webOSTV 6.0","o20","65","app4","2022-11","18176","445113.0","496597.77472222224","19.827065046875177","21.339756360646053"
"FR","webOSTV 6.0","k7lp","65","app2","2022-4","48","235.0","168.04083333333332","4.78125","3.427074652777778"
"FR","webOSTV 6.0","lm21a","65","app3","2022-11","606","1165.0","585.6786111111111","1.8682042833607908","0.8965723961193481"
"FR","webOSTV 6.0","lm21u","75","app3","2022-6","90","198.0","113.9588888888889","2.183333333333333","1.2516064814814813"
"GB","webOSTV 6.0","e60F20","75","app2","2022-8","40","913.0","1403.0225","19.7875","30.974784722222218"
"GB","webOSTV 6.0","e60F20","65","app1","2022-9","188","1403.0","1419.7944444444445","6.828042328042328","6.721863609641385"
"DE","webOSTV 6.0","k7lp","75","app4","2022-3","66","339.0","258.3025","5.0","3.8110669191919198"
"GB","webOSTV 6.0","lm21a","43","app3","2022-1","93","145.0","29.029722222222222","1.5591397849462365","0.31214755077658296"
"FR","webOSTV 6.0","e60F20","55","app5","2022-5","1","2.0","0.13111111111111112","2.0","0.13111111111111112"
"DE","webOSTV 6.0","lm21a","65","app4","2022-4","34","200.0","185.19083333333333","5.882352941176471","5.446789215686276"
"GB","webOSTV 6.0","lm21u","65","app3","2022-4","33","69.0","19.032222222222224","2.090909090909091","0.5767340067340068"
"FR","webOSTV 6.0","lm21a","75","app4","2022-4","13","53.0","52.805","4.076923076923077","4.061923076923076"
"FR","webOSTV 6.0","lm21u","75","app5","2022-1","9","25.0","20.748055555555556","2.7777777777777777","2.3053395061728397"
"FR","webOSTV 6.0","lm21u","65","app3","2022-3","5","6.0","0.12055555555555555","1.2","0.02411111111111111"
"FR","webOSTV 6.0","k7lp","43","app3","2022-3","4","4.0","0.12861111111111112","1.0","0.03215277777777778"
"DE","webOSTV 6.0","lm21u","75","app3","2022-3","2","4.0","0.5525","2.0","0.27625"
"DE","webOSTV 6.0","k7lp","65","app5","2022-12","5881","51525.0","69061.10444444444","7.935110530582037","10.305085160560013"
"FR","webOSTV 6.0","lm21a","55","app2","2022-10","20253","396414.0","504525.0627777778","15.796995229870872","19.73132668157713"
"FR","webOSTV 6.0","lm21a","55","app5","2022-12","8704","69394.0","87550.5175","7.21512561661122","8.833136007121036"
"GB","webOSTV 6.0","lm21a","43","app3","2022-7","5645","14353.0","12062.336944444445","2.4368476914912436","2.0000260186331746"
"GB","webOSTV 6.0","lm21a","55","app5","2022-6","21366","190149.0","247235.12305555557","7.9498051867090584","10.024443456524601"
"DE","webOSTV 6.0","lm21a","55","app1","2022-9","17429","128085.0","164895.0011111111","6.514202663417114","8.136359349397525"
