지역코드,아파트,시도명,시군구,법정동,지번,건축년도,거래일,전용면적,층,거래금액
11110,경희궁의아침3단지,서울특별시,종로구,내수동,72,2004.0,2022-01-14,150.48,3,"200,000"
11110,아르젠종로,서울특별시,종로구,연지동,163-3,2015.0,2022-01-11,18.02,10,"20,000"
11110,이화에수풀,서울특별시,종로구,연건동,195-10,2014.0,2022-01-03,16.98,7,"19,500"
11110,이화에수풀,서울특별시,종로구,연건동,195-10,2014.0,2022-01-08,16.98,11,"19,000"
11110,CS타워,서울특별시,종로구,충신동,62-2,2011.0,2022-01-11,22.17,12,"13,500"
11110,아남1,서울특별시,종로구,명륜2가,4,1995.0,2022-01-19,84.9,18,"118,000"
11110,종로아인스빌,서울특별시,종로구,숭인동,1392-1,2013.0,2022-01-06,12.15,12,"10,500"
11110,삼전솔하임4차,서울특별시,종로구,숭인동,318-2,2014.0,2022-01-06,15.09,11,"15,700"
11110,종로센트레빌,서울특별시,종로구,숭인동,2-1,2008.0,2022-01-08,84.92,11,"109,000"
11110,동문타운,서울특별시,종로구,숭인동,181-105,2000.0,2022-01-15,59.56,-1,"54,000"
11110,주숭보아파트,서울특별시,종로구,숭인동,535,2000.0,2022-01-24,59.9,6,"44,750"
11110,삼전솔하임2차,서울특별시,종로구,숭인동,296-19,2012.0,2022-01-25,15.0,7,"10,200"
11110,대성아파트,서울특별시,종로구,행촌동,41-1,1971.0,2022-01-05,19.27,8,"20,000"
11110,대성아파트,서울특별시,종로구,행촌동,41-1,1971.0,2022-01-12,19.27,7,"26,000"
11110,인왕산아이파크,서울특별시,종로구,무악동,60,2008.0,2022-01-02,84.858,16,"139,900"
11140,쌍용남산플래티넘,서울특별시,중구,회현동2가,87,2010.0,2022-01-31,177.0,23,"250,000"
11140,충무,서울특별시,중구,묵정동,11-2,1982.0,2022-01-27,54.18,1,"59,500"
11140,오렌지카운티을지로,서울특별시,중구,오장동,145-1,2020.0,2022-01-01,14.37,14,"25,000"
11140,오렌지카운티을지로,서울특별시,중구,오장동,145-1,2020.0,2022-01-01,14.37,15,"25,000"
11140,오렌지카운티을지로,서울특별시,중구,오장동,145-1,2020.0,2022-01-03,14.37,13,"25,000"
11140,오렌지카운티을지로,서울특별시,중구,오장동,145-1,2020.0,2022-01-21,14.37,14,"25,000"
11140,신당아르브,서울특별시,중구,신당동,160-5,2014.0,2022-01-01,18.08,3,"14,000"
11140,신당역솔하임,서울특별시,중구,신당동,140-23,2016.0,2022-01-04,14.08,19,"16,000"
11140,푸른마을(B),서울특별시,중구,신당동,432-922,2001.0,2022-01-13,59.42,2,"23,400"
11140,스위스빌라,서울특별시,중구,신당동,432-2000,2001.0,2022-01-14,38.53,1,"15,000"
11140,푸른마을(B),서울특별시,중구,신당동,432-922,2001.0,2022-01-26,59.37,3,"20,800"
11140,남산타운,서울특별시,중구,신당동,844,2002.0,2022-01-28,59.94,6,"118,000"
11140,동대문와이즈캐슬,서울특별시,중구,흥인동,119,2014.0,2022-01-10,15.55,13,"15,000"
11140,DUO302,서울특별시,중구,황학동,819,2014.0,2022-01-20,15.97,11,"15,500"
11140,DUO302,서울특별시,중구,황학동,819,2014.0,2022-01-25,15.97,11,"15,500"
11140,한양I-Class,서울특별시,중구,황학동,787,2013.0,2022-01-27,16.37,14,"10,000"
11140,바비엥3,서울특별시,중구,순화동,215,2006.0,2022-01-12,69.29,14,"60,000"
11140,브라운스톤(355-0),서울특별시,중구,중림동,355,2006.0,2022-01-22,139.562,20,"150,000"
11140,서울역센트럴자이,서울특별시,중구,만리동2가,176-1,2017.0,2022-01-17,84.972,4,"170,000"
11170,로얄카운티-3,서울특별시,용산구,원효로1가,17-66,2007.0,2022-01-21,130.93,2,"120,000"
11170,프라임팰리스,서울특별시,용산구,문배동,24-8,2012.0,2022-01-29,13.69,18,"15,500"
11170,시티파크(2단지),서울특별시,용산구,한강로3가,63-387,2007.0,2022-01-02,117.62,22,"249,000"
11170,강촌,서울특별시,용산구,이촌동,402,1998.0,2022-01-05,84.77,8,"210,000"
11170,래미안첼리투스아파트,서울특별시,용산구,이촌동,436,2015.0,2022-01-08,124.02,41,"509,998"
11170,한가람,서울특별시,용산구,이촌동,404,1998.0,2022-01-11,114.96,17,"283,000"
11170,강서,서울특별시,용산구,이촌동,193-5,1972.0,2022-01-14,54.25,4,"118,000"
11170,삼익,서울특별시,용산구,이촌동,300-301,1979.0,2022-01-21,104.86,6,"233,500"
11170,한강맨숀,서울특별시,용산구,이촌동,300-23,1971.0,2022-01-24,120.56,2,"430,000"
11170,로얄맨숀,서울특별시,용산구,이촌동,301-10,1972.0,2022-01-27,186.12,8,"237,500"
11170,한가람,서울특별시,용산구,이촌동,404,1998.0,2022-01-27,59.88,9,"188,300"
11170,청화1,서울특별시,용산구,이태원동,22-2,1982.0,2022-01-13,174.38,8,"290,000"
11170,창덕아파트,서울특별시,용산구,이태원동,252-1,1996.0,2022-01-17,84.75,2,"80,000"
11170,한남힐스테이트,서울특별시,용산구,한남동,807,2003.0,2022-01-19,130.898,1,"220,000"
11200,텐즈힐(1단지),서울특별시,성동구,하왕십리동,1066,2015.0,2022-01-03,129.34,24,"230,000"
11200,청계벽산,서울특별시,성동구,하왕십리동,258,1996.0,2022-01-07,84.94,8,"120,000"
11200,왕십리KCC스위첸,서울특별시,성동구,하왕십리동,1002,2016.0,2022-01-12,59.851,10,"111,000"
11200,상리제나우스,서울특별시,성동구,하왕십리동,966-18,2013.0,2022-01-17,12.84,5,"13,000"
11200,센트라스,서울특별시,성동구,하왕십리동,1070,2016.0,2022-01-19,84.99,22,"184,000"
11200,상리제나우스,서울특별시,성동구,하왕십리동,966-18,2013.0,2022-01-24,12.84,3,"13,000"
11200,삼성쉐르빌,서울특별시,성동구,도선동,69,2006.0,2022-01-25,84.91,26,"108,500"
11200,삼성홈타운,서울특별시,성동구,마장동,834,2015.0,2022-01-02,18.06,2,"20,000"
11200,세림,서울특별시,성동구,마장동,784,1986.0,2022-01-22,40.86,12,"88,000"
11200,마장동중앙하이츠,서울특별시,성동구,마장동,819,1999.0,2022-01-28,84.8,2,"110,000"
11200,행당한진타운,서울특별시,성동구,행당동,346,2000.0,2022-01-15,59.96,9,"118,000"
11200,행당한진타운,서울특별시,성동구,행당동,346,2000.0,2022-01-17,59.96,3,"92,000"
11200,행당한진타운,서울특별시,성동구,행당동,346,2000.0,2022-01-22,59.96,21,"117,000"
11200,이수브라운스톤,서울특별시,성동구,행당동,364,2005.0,2022-01-25,59.27,4,"116,000"
11200,서울숲리버뷰자이,서울특별시,성동구,행당동,380,2018.0,2022-01-26,84.96,18,"199,000"
11200,서울숲리버뷰자이,서울특별시,성동구,행당동,380,2018.0,2022-01-26,59.97,11,"163,000"
11200,대림(1차),서울특별시,성동구,응봉동,100,1986.0,2022-01-01,75.51,14,"144,000"
11200,대림강변타운,서울특별시,성동구,응봉동,15,2001.0,2022-01-28,59.76,6,"103,000"
11200,이편한세상금호파크힐스,서울특별시,성동구,금호동1가,280,2019.0,2022-01-04,84.932,6,"175,000"
11200,벽산,서울특별시,성동구,금호동1가,633,2001.0,2022-01-15,84.82,14,"160,000"
11200,이편한세상금호파크힐스,서울특별시,성동구,금호동1가,280,2019.0,2022-01-22,124.625,5,"203,000"
11200,이편한세상금호파크힐스,서울특별시,성동구,금호동1가,280,2019.0,2022-01-23,59.949,8,"150,000"
11200,신금호파크자이,서울특별시,성동구,금호동2가,1,2016.0,2022-01-15,59.98,8,"141,500"
11200,신금호파크자이,서울특별시,성동구,금호동2가,1,2016.0,2022-01-17,59.98,16,"158,500"
11200,금호한신,서울특별시,성동구,금호동3가,1662,2005.0,2022-01-15,59.99,6,"108,900"
11200,브라운스톤2차,서울특별시,성동구,금호동4가,1550,2010.0,2022-01-11,84.98,14,"160,000"
11200,힐스테이트서울숲리버,서울특별시,성동구,금호동4가,1553,2018.0,2022-01-22,114.89,5,"255,000"
11200,힐스테이트서울숲리버,서울특별시,성동구,금호동4가,1553,2018.0,2022-01-22,114.86,9,"280,000"
11200,힐스테이트서울숲리버,서울특별시,성동구,금호동4가,1553,2018.0,2022-01-28,84.92,7,"202,000"
11200,대우,서울특별시,성동구,금호동4가,800,2001.0,2022-01-29,59.97,20,"122,000"
11200,대우,서울특별시,성동구,금호동4가,800,2001.0,2022-01-29,114.71,1,"163,750"
11200,극동,서울특별시,성동구,옥수동,428,1986.0,2022-01-09,57.78,1,"115,000"
11200,한남하이츠,서울특별시,성동구,옥수동,220-1,1982.0,2022-01-27,177.12,11,"370,000"
11200,트리마제,서울특별시,성동구,성수동1가,718,2017.0,2022-01-05,49.6683,15,"207,000"
11200,쌍용,서울특별시,성동구,성수동1가,706,1997.0,2022-01-09,59.76,11,"138,500"
11200,현대그린,서울특별시,성동구,성수동1가,33-2,1994.0,2022-01-09,56.97,2,"110,000"
11200,서울숲한양현대,서울특별시,성동구,성수동1가,707,1999.0,2022-01-19,84.81,10,"150,000"
11200,트리마제,서울특별시,성동구,성수동1가,718,2017.0,2022-01-29,84.8111,3,"303,000"
11200,양지쉐르빌아파트,서울특별시,성동구,송정동,97,2016.0,2022-01-08,59.02,4,"52,700"
11200,서울숲아이파크,서울특별시,성동구,송정동,104,2009.0,2022-01-16,84.87,15,"133,000"
11215,욱현하이브Ⅲ,서울특별시,광진구,중곡동,699,2012.0,2022-01-04,15.69,5,"13,940"
11215,동우아파트,서울특별시,광진구,구의동,31-9,2011.0,2022-01-05,47.7,7,"35,000"
11215,구의현대2단지,서울특별시,광진구,구의동,611,1996.0,2022-01-08,84.88,27,"152,200"
11215,현대프라임,서울특별시,광진구,구의동,631-1,1997.0,2022-01-14,126.66,11,"216,000"
11215,래미안파크스위트,서울특별시,광진구,구의동,668,2018.0,2022-01-21,59.98,2,"130,000"
11215,아차산한라아파트,서울특별시,광진구,구의동,662,2009.0,2022-01-25,60.39,6,"59,500"
11215,구의현대2단지,서울특별시,광진구,구의동,611,1996.0,2022-01-27,84.91,8,"157,500"
11215,새한,서울특별시,광진구,구의동,656,2000.0,2022-01-29,84.91,3,"93,000"
11215,워커힐푸르지오,서울특별시,광진구,광장동,148-4,1987.0,2022-01-04,92.4,7,"147,000"
11215,연세리버빌6차,서울특별시,광진구,광장동,184-1,1997.0,2022-01-06,174.83,8,"170,000"
11215,현대파크빌,서울특별시,광진구,광장동,577,2000.0,2022-01-19,84.81,20,"171,000"
11215,현대3,서울특별시,광진구,광장동,484,1990.0,2022-01-20,59.67,6,"127,000"
11215,광장현대9단지,서울특별시,광진구,광장동,576,1999.0,2022-01-22,59.97,6,"133,000"
11215,현대3,서울특별시,광진구,광장동,484,1990.0,2022-01-24,59.67,8,"66,000"
11215,현대파크빌,서울특별시,광진구,광장동,577,2000.0,2022-01-26,84.81,7,"166,000"
11215,워커힐리버빌,서울특별시,광진구,광장동,124,1997.0,2022-01-28,235.56,4,"202,000"
11215,이튼타워리버1차,서울특별시,광진구,자양동,510-5,2006.0,2022-01-04,84.59,24,"164,000"
11215,대동,서울특별시,광진구,자양동,784-1,1999.0,2022-01-05,84.65,6,"131,000"
11215,자양호반써밋,서울특별시,광진구,자양동,861,2021.0,2022-01-11,40.183,14,"60,000"
11215,더샵스타시티,서울특별시,광진구,자양동,227-7,2007.0,2022-01-12,119.41,12,"201,000"
11215,한양,서울특별시,광진구,자양동,695,1983.0,2022-01-15,107.31,11,"185,000"
11215,광진하우스토리한강,서울특별시,광진구,자양동,813,2008.0,2022-01-17,141.54,16,"215,000"
11215,한강우성,서울특별시,광진구,자양동,87-1,1993.0,2022-01-21,84.72,20,"151,000"
11215,우성1,서울특별시,광진구,자양동,579,1988.0,2022-01-28,79.75,11,"133,000"
11215,광진코지웰,서울특별시,광진구,화양동,113-1,2014.0,2022-01-07,13.83,3,"12,400"
11215,아스하임(111-102),서울특별시,광진구,화양동,111-102,2018.0,2022-01-22,14.11,17,"19,500"
11230,래미안 허브리츠,서울특별시,동대문구,용두동,792,2011.0,2022-01-14,84.96,17,"137,000"
11230,동대문푸르지오시티(도시형생활주택),서울특별시,동대문구,용두동,104-3,2016.0,2022-01-14,36.99,5,"45,000"
11230,래미안 허브리츠,서울특별시,동대문구,용두동,792,2011.0,2022-01-19,84.97,17,"140,000"
11230,동대문푸르지오시티(도시형생활주택),서울특별시,동대문구,용두동,104-3,2016.0,2022-01-24,30.11,16,"45,500"
11230,래미안 허브리츠,서울특별시,동대문구,용두동,792,2011.0,2022-01-25,114.98,7,"158,000"
11230,한신아파트,서울특별시,동대문구,제기동,1212,2004.0,2022-01-03,84.76,14,"95,000"
11230,효성트럼프,서울특별시,동대문구,제기동,134-73,2004.0,2022-01-06,84.64,2,"51,500"
11230,동성네스트빌(1158-17),서울특별시,동대문구,제기동,1158-17,2003.0,2022-01-19,76.17,1,"60,000"
11230,한신아파트,서울특별시,동대문구,제기동,1212,2004.0,2022-01-22,84.76,8,"94,000"
11230,전농SK,서울특별시,동대문구,전농동,10,2000.0,2022-01-08,59.34,20,"85,200"
11230,래미안크레시티,서울특별시,동대문구,전농동,690,2014.0,2022-01-15,84.96,9,"159,000"
11230,리베르떼,서울특별시,동대문구,전농동,597-5,2019.0,2022-01-17,27.23,13,"35,500"
11230,청계지웰,서울특별시,동대문구,답십리동,498-7,2012.0,2022-01-05,18.585,7,"13,950"
11230,답십리파크자이,서울특별시,동대문구,답십리동,1014,2019.0,2022-01-06,49.27,15,"97,700"
11230,답십리청솔우성,서울특별시,동대문구,답십리동,80,2000.0,2022-01-08,59.74,8,"80,800"
11230,보광타워,서울특별시,동대문구,답십리동,530-4,2019.0,2022-01-08,24.46,8,"23,500"
11230,래미안위브,서울특별시,동대문구,답십리동,1003,2014.0,2022-01-09,84.98,3,"141,000"
11230,청계벽산메가트리움,서울특별시,동대문구,답십리동,999,2006.0,2022-01-10,84.96,6,"92,000"
11230,청계푸르지오시티,서울특별시,동대문구,답십리동,497-23,2015.0,2022-01-12,18.92,14,"13,650"
11230,보광타워,서울특별시,동대문구,답십리동,530-4,2019.0,2022-01-12,24.27,13,"23,500"
11230,우창프라자,서울특별시,동대문구,답십리동,494-2,1994.0,2022-01-15,95.76,12,"68,000"
11230,청계푸르지오시티,서울특별시,동대문구,답십리동,497-23,2015.0,2022-01-15,30.42,16,"40,000"
11230,청계지웰,서울특별시,동대문구,답십리동,498-7,2012.0,2022-01-15,18.585,12,"14,000"
11230,동아,서울특별시,동대문구,답십리동,10,2001.0,2022-01-19,84.72,20,"89,000"
11230,현대썬앤빌청계,서울특별시,동대문구,답십리동,530-15,2016.0,2022-01-20,14.72,10,"12,900"
11230,우성그린,서울특별시,동대문구,답십리동,989-1,1997.0,2022-01-25,84.98,4,"80,000"
11230,현대썬앤빌청계,서울특별시,동대문구,답십리동,530-15,2016.0,2022-01-25,14.82,8,"13,000"
11230,우성그린,서울특별시,동대문구,답십리동,989-1,1997.0,2022-01-25,59.36,7,"71,000"
11230,두산위브,서울특별시,동대문구,답십리동,998,2007.0,2022-01-26,84.91,20,"122,000"
11230,청계푸르지오시티,서울특별시,동대문구,답십리동,497-23,2015.0,2022-01-28,18.92,17,"15,700"
11230,청계푸르지오시티,서울특별시,동대문구,답십리동,497-23,2015.0,2022-01-29,18.92,16,"15,000"
11230,장안현대홈타운(336),서울특별시,동대문구,장안동,336,2003.0,2022-01-03,84.87,3,"95,000"
11230,아르떼하임,서울특별시,동대문구,장안동,372-12,2019.0,2022-01-05,53.34,9,"38,000"
11230,래미안장안2차,서울특별시,동대문구,장안동,329-3,2007.0,2022-01-08,81.05,2,"98,200"
11230,청명에버아트2차,서울특별시,동대문구,장안동,382-4,2017.0,2022-01-21,37.07,13,"30,800"
11230,월튼파크뷰(342-21),서울특별시,동대문구,장안동,342-21,2016.0,2022-01-22,54.23,10,"42,940"
11230,장안현대홈타운(336),서울특별시,동대문구,장안동,336,2003.0,2022-01-24,133.72,21,"139,000"
11230,장안힐스테이트,서울특별시,동대문구,장안동,329-2,2007.0,2022-01-25,84.897,12,"105,000"
11230,한신,서울특별시,동대문구,청량리동,60,1997.0,2022-01-06,59.97,3,"80,500"
11230,휘경미소지움,서울특별시,동대문구,휘경동,106,1999.0,2022-01-04,59.84,15,"77,000"
11230,현대,서울특별시,동대문구,이문동,54,2000.0,2022-01-07,59.92,7,"76,000"
11230,쌍용,서울특별시,동대문구,이문동,64,2000.0,2022-01-13,59.99,2,"70,000"
11230,대림e-편한세상,서울특별시,동대문구,이문동,225,2003.0,2022-01-22,79.35,2,"98,500"
11260,신영,서울특별시,중랑구,면목동,538,2013.0,2022-01-03,14.43,4,"8,500"
11260,신성,서울특별시,중랑구,면목동,1519,1998.0,2022-01-05,59.91,8,"63,000"
11260,삼성제이드아파트,서울특별시,중랑구,면목동,194-3,2015.0,2022-01-10,63.08,4,"50,500"
11260,면목루브루,서울특별시,중랑구,면목동,1542,2021.0,2022-01-10,54.56,2,"42,000"
11260,면목루브루,서울특별시,중랑구,면목동,1542,2021.0,2022-01-10,54.56,2,"42,000"
11260,용마한신,서울특별시,중랑구,면목동,1077-1,1990.0,2022-01-15,35.44,10,"43,000"
11260,현대휴온,서울특별시,중랑구,면목동,1535,2013.0,2022-01-22,35.5,6,"23,800"
11260,신영,서울특별시,중랑구,면목동,538,2013.0,2022-01-22,14.43,7,"10,000"
11260,남청파인힐(101동),서울특별시,중랑구,면목동,1526,2006.0,2022-01-26,81.93,3,"64,400"
11260,면목삼익아파트,서울특별시,중랑구,면목동,1516,1997.0,2022-01-27,59.5,16,"66,500"
11260,프레미어스엠코,서울특별시,중랑구,상봉동,500,2013.0,2022-01-03,111.56,17,"135,000"
11260,주함해븐타워,서울특별시,중랑구,상봉동,115-61,2015.0,2022-01-04,15.73,4,"13,000"
11260,우정아파트,서울특별시,중랑구,상봉동,496,2002.0,2022-01-08,81.783,9,"90,500"
11260,상봉듀오트리스,서울특별시,중랑구,상봉동,501,2016.0,2022-01-08,117.07,26,"125,500"
11260,포시티,서울특별시,중랑구,상봉동,113-1,2014.0,2022-01-12,14.855,9,"11,500"
11260,건영2차아파트,서울특별시,중랑구,상봉동,63,1996.0,2022-01-14,74.9,18,"78,200"
11260,우정아파트,서울특별시,중랑구,상봉동,496,2002.0,2022-01-17,57.189,17,"77,000"
11260,리더스,서울특별시,중랑구,상봉동,104-10,2019.0,2022-01-22,31.05,9,"30,000"
11260,프레미어스엠코,서울특별시,중랑구,상봉동,500,2013.0,2022-01-28,175.05,43,"208,000"
11260,청광플러스원,서울특별시,중랑구,중화동,453,2007.0,2022-01-11,84.96,11,"85,500"
11260,태능에셈빌,서울특별시,중랑구,중화동,314-1,2005.0,2022-01-21,84.843,9,"74,000"
11260,범양프레체,서울특별시,중랑구,중화동,208-4,2012.0,2022-01-27,17.94,15,"12,200"
11260,범양프레체,서울특별시,중랑구,중화동,208-4,2012.0,2022-01-28,17.94,15,"11,400"
11260,우성,서울특별시,중랑구,묵동,245-64,1975.0,2022-01-10,47.11,1,"30,000"
11260,묵동포레시타,서울특별시,중랑구,묵동,393,2013.0,2022-01-17,18.59,2,"13,000"
11260,세방,서울특별시,중랑구,묵동,383,2000.0,2022-01-20,59.94,5,"57,000"
11260,묵동포레시타,서울특별시,중랑구,묵동,393,2013.0,2022-01-26,14.95,3,"11,900"
11260,묵동포레시타,서울특별시,중랑구,묵동,393,2013.0,2022-01-27,14.95,2,"12,000"
11260,브라운스톤태릉,서울특별시,중랑구,묵동,387,2004.0,2022-01-28,59.4364,11,"71,000"
11260,신내,서울특별시,중랑구,묵동,13,1996.0,2022-01-29,39.84,7,"50,000"
11260,한일써너스빌리젠시2단지,서울특별시,중랑구,망우동,495,2008.0,2022-01-02,84.14,10,"70,000"
11260,금호어울림(580),서울특별시,중랑구,망우동,580,2006.0,2022-01-08,59.96,4,"70,000"
11260,청광,서울특별시,중랑구,망우동,575,2001.0,2022-01-14,83.4564,4,"59,500"
11260,금호어울림(580),서울특별시,중랑구,망우동,580,2006.0,2022-01-18,84.93,10,"76,500"
11260,광남,서울특별시,중랑구,신내동,799,2000.0,2022-01-02,44.45,1,"35,000"
11260,신내11대명,서울특별시,중랑구,신내동,661,1996.0,2022-01-08,39.76,14,"52,800"
11260,신내우디안1단지,서울특별시,중랑구,신내동,816,2014.0,2022-01-11,84.65,16,"85,000"
11260,동성7,서울특별시,중랑구,신내동,797,1999.0,2022-01-15,59.34,17,"62,000"
11260,동성1,서울특별시,중랑구,신내동,397,1993.0,2022-01-17,59.4,11,"62,000"
11260,데시앙,서울특별시,중랑구,신내동,317,2010.0,2022-01-20,84.3,10,"100,000"
11260,라이프미성,서울특별시,중랑구,신내동,487,1992.0,2022-01-26,59.6,4,"48,000"
11260,석탑,서울특별시,중랑구,신내동,787,1997.0,2022-01-28,84.6,9,"64,400"
11260,동성3,서울특별시,중랑구,신내동,618,1997.0,2022-01-29,59.4,9,"61,000"
11290,대성유니드(641-0),서울특별시,성북구,돈암동,641,2009.0,2022-01-15,84.93,4,"80,800"
11290,대광,서울특별시,성북구,안암동3가,136-1,1971.0,2022-01-18,47.27,5,"35,000"
11290,안암,서울특별시,성북구,안암동4가,23-3,1969.0,2022-01-11,52.1,4,"20,000"
11290,아남,서울특별시,성북구,보문동6가,36-2,1994.0,2022-01-04,84.9,6,"78,000"
11290,정릉푸르지오,서울특별시,성북구,정릉동,406,2005.0,2022-01-17,59.98,5,"79,000"
11290,중앙하이츠빌1단지,서울특별시,성북구,정릉동,494,2004.0,2022-01-22,59.98,16,"67,000"
11290,길음뉴타운8단지(래미안),서울특별시,성북구,길음동,1284,2010.0,2022-01-04,84.92,16,"114,500"
11290,길음뉴타운2단지푸르지오,서울특별시,성북구,길음동,1280,2005.0,2022-01-06,114.73,2,"115,000"
11290,길음뉴타운7단지(두산위브),서울특별시,성북구,길음동,1285,2010.0,2022-01-08,59.98,6,"89,800"
11290,길음뉴타운2단지푸르지오,서울특별시,성북구,길음동,1280,2005.0,2022-01-10,84.97,1,"95,000"
11290,길음뉴타운3단지푸르지오,서울특별시,성북구,길음동,1280-1,2005.0,2022-01-11,84.97,9,"89,500"
11290,길음뉴타운6단지(래미안),서울특별시,성북구,길음동,1283,2007.0,2022-01-14,84.049,9,"140,000"
11290,길음뉴타운9단지(래미안),서울특별시,성북구,길음동,1286,2010.0,2022-01-15,84.95,19,"125,000"
11290,래미안길음센터피스,서울특별시,성북구,길음동,498,2019.0,2022-01-16,59.97,16,"120,000"
11290,길음뉴타운9단지(래미안),서울특별시,성북구,길음동,1286,2010.0,2022-01-17,84.96,18,"125,000"
11290,길음뉴타운4단지(e편한세상),서울특별시,성북구,길음동,1281,2005.0,2022-01-20,59.86,18,"81,000"
11290,길음뉴타운8단지(래미안),서울특별시,성북구,길음동,1284,2010.0,2022-01-26,84.94,13,"120,000"
11290,길음뉴타운9단지(래미안),서울특별시,성북구,길음동,1286,2010.0,2022-01-27,59.92,1,"85,000"
11290,롯데캐슬골든힐스,서울특별시,성북구,길음동,1287-1,2019.0,2022-01-27,84.932,5,"105,000"
11290,래미안길음센터피스,서울특별시,성북구,길음동,498,2019.0,2022-01-29,84.66,26,"140,000"
11290,래미안세레니티,서울특별시,성북구,종암동,133,2009.0,2022-01-19,59.97,15,"92,600"
11290,종암2차SKVIEW,서울특별시,성북구,종암동,135,2010.0,2022-01-20,119.87,8,"120,000"
11290,종암2차SKVIEW,서울특별시,성북구,종암동,135,2010.0,2022-01-21,119.87,8,"120,000"
11290,동신,서울특별시,성북구,하월곡동,219,1998.0,2022-01-04,59.88,20,"66,500"
11290,삼전솔하임3차,서울특별시,성북구,하월곡동,88-510,2013.0,2022-01-05,15.62,13,"12,000"
11290,수산동양빌,서울특별시,성북구,하월곡동,223,2003.0,2022-01-07,83.32,7,"63,500"
11290,월곡래미안루나밸리,서울특별시,성북구,하월곡동,226,2007.0,2022-01-26,59.98,22,"87,500"
11290,래미안월곡,서울특별시,성북구,하월곡동,225,2006.0,2022-01-29,84.589,19,"107,500"
11290,래미안장위퍼스트하이,서울특별시,성북구,장위동,173-114,2020.0,2022-01-04,84.94,3,"110,000"
11290,래미안포레카운티,서울특별시,성북구,장위동,322,2021.0,2022-01-07,84.97,9,"90,000"
11290,래미안장위퍼스트하이,서울특별시,성북구,장위동,173-114,2020.0,2022-01-22,84.94,4,"109,700"
11290,석계역한일노벨리아시티,서울특별시,성북구,장위동,8-2,2019.0,2022-01-25,15.2144,9,"12,700"
11290,래미안포레카운티,서울특별시,성북구,장위동,322,2021.0,2022-01-27,59.92,9,"97,000"
11290,래미안아트리치,서울특별시,성북구,석관동,410,2019.0,2022-01-07,59.98,14,"105,000"
11290,두산,서울특별시,성북구,석관동,10,1998.0,2022-01-20,59.97,14,"73,500"
11305,에스케이북한산시티,서울특별시,강북구,미아동,1353,2004.0,2022-01-04,59.98,11,"71,000"
11305,에스케이북한산시티,서울특별시,강북구,미아동,1353,2004.0,2022-01-11,84.76,8,"80,400"
11305,에스케이북한산시티,서울특별시,강북구,미아동,1353,2004.0,2022-01-14,84.86,18,"81,000"
11305,에스케이북한산시티,서울특별시,강북구,미아동,1353,2004.0,2022-01-15,59.98,10,"70,000"
11305,푸르지오시티,서울특별시,강북구,미아동,160-3,2014.0,2022-01-17,37.4389,19,"29,000"
11305,래미안트리베라1단지,서울특별시,강북구,미아동,813,2010.0,2022-01-19,84.97,10,"104,700"
11305,에스케이북한산시티,서울특별시,강북구,미아동,1353,2004.0,2022-01-25,84.86,22,"84,000"
11305,푸르지오시티,서울특별시,강북구,미아동,160-3,2014.0,2022-01-27,18.6479,20,"12,000"
11305,에스케이북한산시티,서울특별시,강북구,미아동,1353,2004.0,2022-01-29,84.92,7,"85,000"
11305,경남아너스빌(1356-0),서울특별시,강북구,미아동,1356,2003.0,2022-01-30,114.922,12,"89,000"
11305,오동공원현대,서울특별시,강북구,번동,760,2001.0,2022-01-04,84.7848,10,"75,000"
11305,수유역두산위브1,서울특별시,강북구,번동,410,2009.0,2022-01-14,84.9909,5,"82,500"
11305,주공4단지,서울특별시,강북구,번동,234,1991.0,2022-01-17,76.51,6,"75,000"
11305,기산그린,서울특별시,강북구,번동,191,2000.0,2022-01-26,84.94,8,"63,000"
11305,수유벽산2차,서울특별시,강북구,수유동,648,1994.0,2022-01-10,57.46,3,"46,000"
11305,래미안수유,서울특별시,강북구,수유동,730,2001.0,2022-01-10,84.993,14,"84,500"
11305,수유역하이씨티,서울특별시,강북구,수유동,733,2014.0,2022-01-11,12.01,11,"10,700"
11305,수유벽산1차,서울특별시,강북구,수유동,205,1993.0,2022-01-17,84.95,11,"74,000"
11305,정원,서울특별시,강북구,수유동,282-20,2006.0,2022-01-20,37.16,5,"13,000"
11305,수유프리미어엠,서울특별시,강북구,수유동,48-8,2016.0,2022-01-20,15.13,7,"10,100"
11305,정원,서울특별시,강북구,수유동,282-20,2006.0,2022-01-20,37.16,5,"15,000"
11305,성덕,서울특별시,강북구,수유동,50-82,2003.0,2022-01-22,62.91,6,"37,000"
11320,신원2,서울특별시,도봉구,쌍문동,723,1998.0,2022-01-07,84.99,7,"64,000"
11320,한양2,서울특별시,도봉구,쌍문동,59,1988.0,2022-01-10,28.71,11,"31,000"
11320,한양2,서울특별시,도봉구,쌍문동,59,1988.0,2022-01-12,35.1,9,"39,700"
11320,삼익세라믹,서울특별시,도봉구,쌍문동,56,1988.0,2022-01-17,58.77,1,"45,000"
11320,한양2,서울특별시,도봉구,쌍문동,59,1988.0,2022-01-18,28.71,8,"31,000"
11320,금호2,서울특별시,도봉구,쌍문동,산69-1,1991.0,2022-01-28,84.46,13,"67,000"
11320,대우파크힐(쌍문동이안),서울특별시,도봉구,쌍문동,730,2004.0,2022-01-29,84.955,7,"71,000"
