,country,date,product_category,product_subcategory,product_detail_page,add_to_cart,sales_amt,sales_usd
3531,br,20220624,HE,Audio_CAV,1527,94,3,358.59
3532,br,20220624,HE,TV,6763,274,24,23694.79
3533,br,20220625,BS,IT_Laptop,687,55,2,1880.66
3534,br,20220625,BS,IT_Monitor,1142,30,3,1042.59
3535,br,20220625,HA,Air_Conditioner,1472,61,9,4223.37
3536,br,20220625,HA,Washer,1971,84,9,7705.42
3537,br,20220625,HE,Audio_CAV,1554,83,5,905.44
3538,br,20220625,HE,TV,6096,272,32,32172.97
3539,br,20220626,BS,IT_Laptop,758,41,6,1145.36
3540,br,20220626,BS,IT_Monitor,1214,42,7,2033.7
3541,br,20220626,HA,Air_Conditioner,1575,77,5,2542.08
3542,br,20220626,HA,Cooking_Appliance,449,19,2,820.46
3543,br,20220626,HA,Refrigerator,4950,42,3,6824.1
3544,br,20220626,HA,Washer,2375,105,11,11750.74
3545,br,20220626,HE,Audio_CAV,1670,75,4,1076.62
3546,br,20220626,HE,TV,6777,273,31,43173.57
3547,br,20220627,BS,IT_Laptop,816,48,8,5556.3
3548,br,20220627,BS,IT_Monitor,1899,67,9,2939.66
3549,br,20220627,HA,Air_Conditioner,2283,82,8,1528.23
3550,br,20220627,HA,Cooking_Appliance,593,25,2,273.26
3551,br,20220627,HA,Refrigerator,4605,28,1,1974.88
3552,br,20220627,HA,Washer,2941,108,18,18952.08
3553,br,20220627,HE,Audio_CAV,1788,87,6,1572.17
3554,br,20220627,HE,TV,8198,341,40,32234.87
3555,br,20220628,BS,IT_Monitor,1724,30,7,2717.7
3556,br,20220628,HA,Air_Conditioner,2385,89,9,3684.17
3557,br,20220628,HA,Refrigerator,4757,38,1,1974.88
3558,br,20220628,HA,Washer,2809,73,9,9078.37
3559,br,20220628,HE,Audio_CAV,1696,94,6,2581.07
3560,br,20220628,HE,TV,8938,336,37,45677.45
3561,br,20220629,BS,IT_Laptop,720,32,1,906.13
3562,br,20220629,BS,IT_Monitor,1835,45,5,1452.64
3563,br,20220629,HA,Air_Conditioner,2448,95,8,2550.64
3564,br,20220629,HA,Cooking_Appliance,528,16,1,136.63
3565,br,20220629,HA,Refrigerator,5736,31,2,6839.66
3566,br,20220629,HA,Washer,2597,106,8,6862.55
3567,br,20220629,HA,Washer_Dryer,462,6,2,8207.66
3568,br,20220629,HE,Audio_CAV,1965,90,14,3673.93
3569,br,20220629,HE,TV,10427,396,46,47141.78
3570,br,20220630,BS,IT_Monitor,1828,49,11,4204.55
3571,br,20220630,BS,IT_Projector,255,16,9,2393.15
3572,br,20220630,HA,Air_Conditioner,2235,82,2,1289.0
3573,br,20220630,HA,Cooking_Appliance,544,19,2,256.16
3574,br,20220630,HA,Washer,2482,72,15,13954.24
3575,br,20220630,HA,Washer_Dryer,459,11,5,20519.15
3576,br,20220630,HE,Audio_CAV,2129,88,2,717.86
3577,br,20220630,HE,TV,10449,358,43,28988.74
3578,br,20220701,BS,IT_Laptop,392,16,1,940.33
3579,br,20220701,BS,IT_Monitor,1685,60,11,3623.15
3580,br,20220701,BS,IT_Projector,106,1,5,410.23
3581,br,20220701,HA,Air_Conditioner,2265,83,4,3496.44
3582,br,20220701,HA,Cooking_Appliance,494,26,5,625.01
3583,br,20220701,HA,Refrigerator,1284,11,1,1880.83
3584,br,20220701,HA,Washer,2178,96,9,7999.37
3585,br,20220701,HE,Audio_CAV,2298,126,10,3230.02
3586,br,20220701,HE,TV,10695,258,27,25890.73
3587,br,20220702,BS,IT_Laptop,331,4,1,974.53
3588,br,20220702,BS,IT_Monitor,1323,23,3,1008.39
3589,br,20220702,BS,IT_Projector,111,5,5,820.46
3590,br,20220702,HA,Air_Conditioner,1576,90,2,2906.66
3591,br,20220702,HA,Cooking_Appliance,433,25,5,607.91
3592,br,20220702,HA,Washer,1771,89,9,8326.16
3593,br,20220702,HE,Audio_CAV,2127,137,14,4015.93
3594,br,20220702,HE,TV,8355,237,18,14231.1
3595,br,20220703,BS,IT_Monitor,1281,26,2,581.06
3596,br,20220703,BS,IT_Projector,119,5,5,820.46
3597,br,20220703,HA,Air_Conditioner,1849,85,2,2205.56
3598,br,20220703,HA,Cooking_Appliance,416,19,3,362.01
3599,br,20220703,HA,Refrigerator,675,12,1,3163.33
3600,br,20220703,HA,Washer,1988,71,8,7112.23
3601,br,20220703,HE,Audio_CAV,2062,113,9,2717.19
3602,br,20220703,HE,TV,8403,279,28,23381.0
3603,br,20220704,BS,IT_Laptop,374,17,1,1282.33
3604,br,20220704,BS,IT_Monitor,1827,36,5,1435.55
3605,br,20220704,HA,Air_Conditioner,2582,113,2,2701.46
3606,br,20220704,HA,Cooking_Appliance,576,31,1,122.95
3607,br,20220704,HA,Refrigerator,889,10,2,5044.16
3608,br,20220704,HA,Washer,2304,96,14,13215.74
3609,br,20220704,HE,Audio_CAV,2071,99,4,1013.32
3610,br,20220704,HE,TV,8943,251,26,15892.07
3611,br,20220705,BS,IT_Monitor,1785,14,2,649.46
3612,br,20220705,BS,IT_Projector,184,4,1,1453.33
3613,br,20220705,HA,Air_Conditioner,2604,109,5,5231.74
3614,br,20220705,HA,Cooking_Appliance,553,35,9,1092.86
3615,br,20220705,HA,Refrigerator,836,10,1,3077.83
3616,br,20220705,HA,Washer,2051,82,9,8343.26
3617,br,20220705,HE,Audio_CAV,1799,63,4,1777.72
3618,br,20220705,HE,TV,7988,258,27,21402.36
3619,br,20220706,BS,IT_Laptop,343,6,2,1880.66
3620,br,20220706,BS,IT_Monitor,1677,17,3,1230.69
3621,br,20220706,BS,IT_Projector,274,20,2,1162.46
3622,br,20220706,HA,Air_Conditioner,2510,91,14,7412.85
3623,br,20220706,HA,Cooking_Appliance,516,30,8,945.97
3624,br,20220706,HA,Refrigerator,946,9,1,3163.33
3625,br,20220706,HA,Washer,2025,87,9,9266.49
3626,br,20220706,HE,Audio_CAV,1687,61,3,1086.99
3627,br,20220706,HE,TV,7441,262,26,8648.14
3628,br,20220707,BS,IT_Monitor,1644,38,2,581.06
3629,br,20220707,HA,Air_Conditioner,2407,86,17,6163.01
3630,br,20220707,HA,Cooking_Appliance,537,23,5,607.91
3631,br,20220707,HA,Refrigerator,718,12,1,1974.88
3632,br,20220707,HA,Washer,1934,56,13,12993.61
3633,br,20220707,HE,TV,7492,224,25,29539.04
3634,br,20220708,BS,IT_Monitor,1613,40,7,2324.4
3635,br,20220708,BS,IT_Projector,243,9,2,2034.56
3636,br,20220708,HA,Air_Conditioner,2250,112,18,6779.98
3637,br,20220708,HA,Cooking_Appliance,468,28,3,362.01
3638,br,20220708,HA,Refrigerator,863,20,1,1974.88
3639,br,20220708,HA,Washer,1619,63,9,7505.36
3640,br,20220708,HE,TV,7506,162,15,8650.89
3641,br,20220709,BS,IT_Monitor,1224,19,5,1264.72
3642,br,20220709,BS,IT_Projector,166,5,1,581.23
3643,br,20220709,HA,Air_Conditioner,1629,95,14,7812.99
3644,br,20220709,HA,Cooking_Appliance,370,21,3,362.01
3645,br,20220709,HA,Refrigerator,638,15,4,8549.32
3646,br,20220709,HA,Washer,1301,49,8,7744.93
3647,br,20220709,HA,Washer_Dryer,186,2,1,4445.83
3648,br,20220709,HE,Audio_CAV,1510,72,7,2512.67
3649,br,20220709,HE,TV,7044,205,23,33572.6
3650,br,20220710,BS,IT_Monitor,1215,27,2,581.06
3651,br,20220710,BS,IT_Projector,202,9,2,1162.46
3652,br,20220710,HA,Air_Conditioner,1779,91,3,1709.66
3653,br,20220710,HA,Cooking_Appliance,415,18,3,348.33
3654,br,20220710,HA,Washer,1665,77,10,9676.72
3655,br,20220710,HE,Audio_CAV,1631,74,6,2547.05
3656,br,20220710,HE,TV,6798,211,26,27105.6
3657,br,20220711,BS,IT_Laptop,343,10,1,974.53
3658,br,20220711,BS,IT_Monitor,1987,39,4,1401.52
3659,br,20220711,HA,Air_Conditioner,2753,95,9,5983.63
3660,br,20220711,HA,Cooking_Appliance,559,19,3,355.17
3661,br,20220711,HA,Refrigerator,981,14,1,1880.83
3662,br,20220711,HA,Washer,2367,77,13,12207.01
3663,br,20220711,HE,Audio_CAV,1747,95,5,1863.05
3664,br,20220711,HE,TV,9023,229,35,14683.08
3665,br,20220712,BS,IT_Laptop,300,7,1,906.13
3666,br,20220712,BS,IT_Monitor,2680,44,8,2358.43
3667,br,20220712,BS,IT_Projector,336,16,1,581.23
3668,br,20220712,HA,Air_Conditioner,2800,72,1,752.23
3669,br,20220712,HA,Cooking_Appliance,587,40,8,956.23
3670,br,20220712,HA,Washer,2282,88,10,7837.61
3671,br,20220712,HE,Audio_CAV,2020,73,3,649.29
3672,br,20220712,HE,TV,10195,312,50,64361.49
3673,br,20220713,BS,IT_Laptop,324,10,2,1812.26
3674,br,20220713,BS,IT_Monitor,2213,49,13,4836.91
3675,br,20220713,BS,IT_Projector,308,12,2,1162.46
3676,br,20220713,HA,Air_Conditioner,2868,90,4,2692.57
3677,br,20220713,HA,Cooking_Appliance,654,40,9,1092.86
3678,br,20220713,HA,Washer,2205,74,14,9803.77
3679,br,20220713,HE,Audio_CAV,1887,82,3,922.89
3680,br,20220713,HE,TV,10102,324,45,41823.0
3681,br,20220714,BS,IT_Monitor,1887,39,9,3367.16
3682,br,20220714,BS,IT_Projector,295,8,2,1162.46
3683,br,20220714,HA,Air_Conditioner,2646,74,2,1316.36
3684,br,20220714,HA,Cooking_Appliance,515,18,2,245.9
3685,br,20220714,HA,Refrigerator,1271,16,1,3163.33
3686,br,20220714,HA,Washer,2284,108,29,23121.94
3687,br,20220714,HE,Audio_CAV,1885,79,2,546.86
3688,br,20220714,HE,TV,9752,332,35,30070.89
3689,br,20220715,BS,IT_Laptop,303,10,1,906.13
3690,br,20220715,BS,IT_Monitor,1681,40,10,4221.82
3691,br,20220715,BS,IT_Projector,263,6,1,581.23
3692,br,20220715,HA,Air_Conditioner,2427,81,2,1119.71
3693,br,20220715,HA,Cooking_Appliance,447,13,2,245.9
3694,br,20220715,HA,Washer,1962,97,12,9693.48
3695,br,20220715,HE,Audio_CAV,1566,85,10,2409.22
3696,br,20220715,HE,TV,8468,269,54,48940.76
3697,br,20220716,BS,IT_Monitor,1260,11,1,290.53
3698,br,20220716,BS,IT_Projector,281,17,1,410.23
3699,br,20220716,HA,Cooking_Appliance,433,29,4,471.28
3700,br,20220716,HA,Washer,1662,72,9,7556.66
3701,br,20220716,HE,Audio_CAV,1611,74,3,936.54
3702,br,20220716,HE,TV,8367,270,32,25799.8
3703,br,20220717,BS,IT_Monitor,1377,30,2,495.56
3704,br,20220717,BS,IT_Projector,360,13,1,410.23
3705,br,20220717,HA,Air_Conditioner,2546,89,2,1504.46
3706,br,20220717,HA,Washer,1979,96,9,6876.12
3707,br,20220717,HE,Audio_CAV,1724,90,3,765.54
3708,br,20220717,HE,TV,8399,240,27,24207.5
3709,br,20220718,BS,IT_Laptop,356,9,1,906.13
3710,br,20220718,BS,IT_Monitor,1946,39,3,1110.99
3711,br,20220718,BS,IT_Projector,304,8,1,410.23
3712,br,20220718,HA,Air_Conditioner,3496,144,6,4923.77
3713,br,20220718,HA,Cooking_Appliance,662,36,2,245.9
3714,br,20220718,HA,Washer,2567,101,12,11437.68
3715,br,20220718,HE,Audio_CAV,1897,95,4,1093.72
3716,br,20220718,HE,TV,10447,359,58,60135.0
3717,br,20220719,BS,IT_Laptop,338,9,2,1914.86
3718,br,20220719,BS,IT_Monitor,1757,27,1,290.53
3719,br,20220719,BS,IT_Projector,221,6,1,581.23
3720,br,20220719,HA,Air_Conditioner,3600,160,3,1914.69
3721,br,20220719,HA,Cooking_Appliance,584,25,9,1191.87
3722,br,20220719,HA,Refrigerator,747,13,1,3077.83
3723,br,20220719,HA,Washer,2273,76,10,9967.42
3724,br,20220719,HE,Audio_CAV,1826,105,7,2085.0
3725,br,20220719,HE,TV,9693,342,56,50589.85
3726,br,20220720,BS,IT_Monitor,1776,27,2,581.06
3727,br,20220720,HA,Air_Conditioner,3150,163,9,7855.91
3728,br,20220720,HA,Cooking_Appliance,472,16,2,239.06
3729,br,20220720,HA,Refrigerator,754,8,1,3163.33
3730,br,20220720,HA,Washer,1988,54,7,5436.6
3731,br,20220720,HE,Audio_CAV,1689,108,9,2922.39
3732,br,20220720,HE,TV,9258,351,64,83779.57
3733,br,20220721,BS,IT_Monitor,2030,47,5,1726.24
3734,br,20220721,BS,IT_Projector,204,6,2,1162.46
3735,br,20220721,HA,Air_Conditioner,4545,148,7,2188.29
3736,br,20220721,HA,Cooking_Appliance,657,28,3,362.01
3737,br,20220721,HA,Washer,2292,59,9,7830.09
3738,br,20220721,HE,Audio_CAV,1799,121,16,4973.19
3739,br,20220721,HE,TV,9614,331,39,46966.12
3740,br,20220722,BS,IT_Monitor,1798,49,7,2085.17
3741,br,20220722,HA,Air_Conditioner,6399,237,17,7034.77
3742,br,20220722,HA,Cooking_Appliance,736,46,4,466.15
3743,br,20220722,HA,Washer,1880,92,19,19678.51
3744,br,20220722,HE,Audio_CAV,1763,102,7,1862.7
3745,br,20220722,HE,TV,9289,279,27,26128.87
3746,br,20220723,BS,IT_Laptop,432,7,2,1880.66
3747,br,20220723,BS,IT_Monitor,1251,23,5,2136.65
3748,br,20220723,HA,Air_Conditioner,2509,109,2,683.83
3749,br,20220723,HA,Cooking_Appliance,381,20,2,245.9
3750,br,20220723,HA,Washer,1611,63,9,9163.89
3751,br,20220723,HE,Audio_CAV,1600,80,9,3657.86
3752,br,20220723,HE,TV,8366,304,20,25845.31
3753,br,20220724,BS,IT_Monitor,1215,34,6,2085.17
3754,br,20220724,HA,Air_Conditioner,2407,125,7,4966.52
3755,br,20220724,HA,Cooking_Appliance,377,12,2,122.95
3756,br,20220724,HA,Washer,1773,60,10,9249.22
3757,br,20220724,HE,Audio_CAV,1739,88,5,1230.35
3758,br,20220724,HE,TV,8897,291,28,39978.94
3759,br,20220725,BS,IT_Laptop,493,15,2,854.66
3760,br,20220725,BS,IT_Monitor,1916,35,5,1555.24
3761,br,20220725,BS,IT_Projector,242,11,1,581.23
3762,br,20220725,HA,Air_Conditioner,3223,114,8,6470.98
3763,br,20220725,HA,Cooking_Appliance,530,29,12,1311.4
3764,br,20220725,HA,Refrigerator,789,7,1,2393.83
3765,br,20220725,HA,Washer,2273,81,8,6872.83
3766,br,20220725,HE,Audio_CAV,1724,94,5,1503.94
3767,br,20220725,HE,TV,10769,498,52,51452.57
3768,br,20220726,BS,IT_Laptop,515,21,2,854.66
3769,br,20220726,BS,IT_Monitor,1769,38,5,1555.24
3770,br,20220726,BS,IT_Projector,270,16,1,410.23
3771,br,20220726,HA,Air_Conditioner,3226,138,6,2494.04
3772,br,20220726,HA,Cooking_Appliance,583,18,2,232.22
3773,br,20220726,HA,Refrigerator,1511,36,1,2393.83
3774,br,20220726,HA,Washer,2194,101,17,12881.43
3775,br,20220726,HE,Audio_CAV,1786,88,4,1692.22
3776,br,20220726,HE,TV,10514,338,37,46601.41
3777,br,20220727,BS,IT_Laptop,448,19,4,3521.92
3778,br,20220727,BS,IT_Monitor,1813,36,9,3281.49
3779,br,20220727,BS,IT_Projector,274,24,2,1162.46
3780,br,20220727,HA,Air_Conditioner,3129,132,11,4504.48
3781,br,20220727,HA,Cooking_Appliance,519,12,3,368.85
3782,br,20220727,HA,Refrigerator,1092,23,2,4368.71
3783,br,20220727,HA,Washer,2239,114,17,16789.12
3784,br,20220727,HA,Washer_Dryer,393,14,2,8891.66
3785,br,20220727,HE,Audio_CAV,1716,90,7,3042.6
3786,br,20220727,HE,TV,9981,422,46,24392.64
3787,br,20220728,BS,IT_Laptop,448,17,1,974.53
3788,br,20220728,BS,IT_Monitor,1787,20,5,1640.74
3789,br,20220728,HA,Air_Conditioner,2936,129,4,2359.12
3790,br,20220728,HA,Cooking_Appliance,492,22,2,245.9
3791,br,20220728,HA,Washer,2007,101,13,11916.31
3792,br,20220728,HE,Audio_CAV,1581,103,10,3230.02
3793,br,20220728,HE,TV,11124,407,42,37053.13
3794,br,20220729,BS,IT_Laptop,366,15,2,2598.86
3795,br,20220729,BS,IT_Monitor,1747,27,6,1503.94
3796,br,20220729,BS,IT_Projector,126,9,9,2051.15
3797,br,20220729,HA,Air_Conditioner,2426,103,27,9078.05
3798,br,20220729,HA,Refrigerator,1021,18,1,3163.33
3799,br,20220729,HA,Washer,1887,82,16,14224.29
3800,br,20220729,HA,Washer_Dryer,301,9,1,4445.83
3801,br,20220729,HE,Audio_CAV,1870,90,4,1675.12
3802,br,20220729,HE,TV,10552,307,37,34489.16
3803,br,20220730,BS,IT_Monitor,1261,14,4,1435.72
3804,br,20220730,HA,Air_Conditioner,1893,67,5,1410.24
3805,br,20220730,HA,Cooking_Appliance,367,26,2,245.9
3806,br,20220730,HA,Refrigerator,905,10,2,6326.66
3807,br,20220730,HA,Washer,1732,75,4,3453.52
3808,br,20220730,HE,Audio_CAV,2311,146,7,1819.95
3809,br,20220730,HE,TV,8960,297,28,33329.61
3810,br,20220731,BS,IT_Laptop,339,13,2,2530.46
3811,br,20220731,BS,IT_Monitor,1111,18,6,1606.37
3812,br,20220731,HA,Air_Conditioner,1979,73,6,2265.07
3813,br,20220731,HA,Cooking_Appliance,440,16,3,368.85
3814,br,20220731,HA,Washer,2025,93,9,8479.89
3815,br,20220731,HE,Audio_CAV,2907,174,17,2649.13
3816,br,20220731,HE,TV,8766,248,22,22539.17
3817,br,20220801,BS,IT_Monitor,2014,49,9,3264.39
3818,br,20220801,BS,IT_Projector,247,16,1,410.23
3819,br,20220801,HA,Air_Conditioner,3107,125,9,5931.99
3820,br,20220801,HA,Cooking_Appliance,574,22,5,614.75
3821,br,20220801,HA,Washer,2543,101,19,14898.72
3822,br,20220801,HE,Audio_CAV,1628,92,23,6580.08
3823,br,20220801,HE,TV,9621,297,35,22590.64
3824,br,20220802,BS,IT_Laptop,397,9,2,3248.66
3825,br,20220802,BS,IT_Monitor,1951,51,6,1879.97
3826,br,20220802,BS,IT_Projector,288,13,1,410.23
3827,br,20220802,HA,Air_Conditioner,3184,145,9,3162.47
3828,br,20220802,HA,Cooking_Appliance,548,24,3,368.85
3829,br,20220802,HA,Refrigerator,947,24,2,4616.66
3830,br,20220802,HA,Washer,2471,107,18,13838.86
3831,br,20220802,HE,Audio_CAV,1980,96,5,1110.64
3832,br,20220802,HE,TV,10421,324,27,22996.42
3833,br,20220803,BS,IT_Laptop,378,13,2,3248.66
3834,br,20220803,BS,IT_Monitor,1822,35,2,546.86
3835,br,20220803,BS,IT_Projector,279,17,6,4479.17
3836,br,20220803,HA,Air_Conditioner,3087,124,1,547.03
3837,br,20220803,HA,Cooking_Appliance,536,24,4,491.8
3838,br,20220803,HA,Washer,2448,97,17,15335.62
3839,br,20220803,HE,Audio_CAV,1814,126,18,4280.64
3840,br,20220803,HE,TV,10593,324,38,37014.65
3841,br,20220804,BS,IT_Monitor,1875,45,6,2102.27
3842,br,20220804,BS,IT_Projector,340,26,2,1829.36
3843,br,20220804,HA,Air_Conditioner,3142,99,8,3427.52
3844,br,20220804,HA,Cooking_Appliance,552,27,4,484.96
3845,br,20220804,HA,Washer,2194,103,19,16454.48
3846,br,20220804,HE,Audio_CAV,1711,108,9,2221.63
3847,br,20220804,HE,TV,10656,311,45,25486.01
3848,br,20220805,BS,IT_Monitor,1758,55,9,2990.79
3849,br,20220805,BS,IT_Projector,297,21,4,4000.72
3850,br,20220805,HA,Air_Conditioner,2960,94,2,444.43
3851,br,20220805,HA,Cooking_Appliance,545,20,8,976.75
3852,br,20220805,HA,Washer,2011,117,17,15934.12
3853,br,20220805,HE,Audio_CAV,1578,111,6,1067.89
3854,br,20220805,HE,TV,10314,324,21,14256.78
3855,br,20220806,BS,IT_Laptop,379,18,3,3351.09
3856,br,20220806,BS,IT_Monitor,1405,52,6,2050.97
3857,br,20220806,HA,Air_Conditioner,2430,71,3,1316.19
3858,br,20220806,HA,Cooking_Appliance,497,22,3,362.01
3859,br,20220806,HA,Washer,2145,156,24,22225.55
3860,br,20220806,HE,Audio_CAV,1672,92,8,2734.63
3861,br,20220806,HE,TV,10076,344,34,42431.26
3862,br,20220807,BS,IT_Laptop,372,15,1,1624.33
3863,br,20220807,BS,IT_Monitor,1444,34,2,581.06
3864,br,20220807,HA,Air_Conditioner,2814,124,4,1316.19
3865,br,20220807,HA,Cooking_Appliance,563,22,5,602.77
3866,br,20220807,HA,Refrigerator,1031,15,1,1966.33
3867,br,20220807,HA,Washer,2474,195,28,26482.6
3868,br,20220807,HE,Audio_CAV,2017,103,6,1914.17
3869,br,20220807,HE,TV,10854,271,19,11405.02
3870,br,20220808,BS,IT_Monitor,2028,72,11,4512.35
3871,br,20220808,BS,IT_Projector,318,18,1,581.23
3872,br,20220808,HA,Air_Conditioner,3824,118,6,3273.62
3873,br,20220808,HA,Cooking_Appliance,635,26,5,602.77
3874,br,20220808,HA,Refrigerator,1206,21,1,3163.33
3875,br,20220808,HA,Washer,2992,191,49,40753.92
3876,br,20220808,HE,Audio_CAV,1998,126,14,2802.35
3877,br,20220808,HE,TV,11748,320,46,33546.78
3878,br,20220809,BS,IT_Laptop,567,15,1,820.63
3879,br,20220809,BS,IT_Monitor,2020,57,8,2666.23
3880,br,20220809,BS,IT_Projector,285,11,1,1419.13
3881,br,20220809,HA,Air_Conditioner,3614,105,3,2205.56
3882,br,20220809,HA,Cooking_Appliance,524,18,3,368.85
3883,br,20220809,HA,Refrigerator,1198,27,2,5129.66
3884,br,20220809,HA,Washer,2853,172,29,28165.92
3885,br,20220809,HE,Audio_CAV,1862,94,3,461.19
3886,br,20220809,HE,TV,11223,394,42,41373.11
3887,br,20220810,BS,IT_Laptop,578,22,1,820.63
3888,br,20220810,BS,IT_Monitor,2000,56,11,4187.45
3889,br,20220810,BS,IT_Projector,254,11,1,1419.13
3890,br,20220810,HA,Air_Conditioner,3309,82,7,2000.02
3891,br,20220810,HA,Cooking_Appliance,577,11,2,233.93
3892,br,20220810,HA,Refrigerator,1080,21,2,6583.16
3893,br,20220810,HA,Washer,2655,171,36,33167.33
3894,br,20220810,HE,Audio_CAV,1672,77,7,1435.2
3895,br,20220810,HE,TV,10854,375,43,44289.85
3896,br,20220811,BS,IT_Laptop,568,19,1,1624.33
3897,br,20220811,BS,IT_Monitor,2013,67,9,3692.06
3898,br,20220811,BS,IT_Projector,233,9,1,581.23
3899,br,20220811,HA,Air_Conditioner,3448,119,3,2728.65
3900,br,20220811,HA,Refrigerator,1035,34,2,6583.16
3901,br,20220811,HA,Washer,3020,184,36,33331.53
3902,br,20220811,HE,Audio_CAV,1891,102,9,2289.86
3903,br,20220811,HE,TV,10800,479,45,35494.64
3904,br,20220812,BS,IT_Laptop,443,23,2,1726.76
3905,br,20220812,BS,IT_Monitor,1980,73,12,5529.63
3906,br,20220812,HA,Air_Conditioner,2943,97,1,23.77
3907,br,20220812,HA,Cooking_Appliance,621,18,4,491.8
3908,br,20220812,HA,Refrigerator,1399,19,2,5386.16
3909,br,20220812,HA,Washer,2677,134,21,17553.85
3910,br,20220812,HE,Audio_CAV,1747,96,9,2563.29
3911,br,20220812,HE,TV,9317,293,28,22918.45
3912,br,20220813,BS,IT_Laptop,409,18,1,820.63
3913,br,20220813,BS,IT_Monitor,1535,61,9,3452.66
3914,br,20220813,HA,Air_Conditioner,2064,84,7,2495.92
3915,br,20220813,HA,Cooking_Appliance,428,24,5,589.1
3916,br,20220813,HA,Refrigerator,1556,21,2,5471.66
3917,br,20220813,HA,Washer,2231,135,23,17651.3
3918,br,20220813,HE,Audio_CAV,1731,89,9,1708.63
3919,br,20220813,HE,TV,8738,253,25,19899.1
3920,br,20220814,BS,IT_Monitor,1488,52,9,2495.23
3921,br,20220814,HA,Air_Conditioner,2068,89,5,2632.72
3922,br,20220814,HA,Cooking_Appliance,450,20,2,245.9
3923,br,20220814,HA,Washer,2227,153,29,26157.7
3924,br,20220814,HA,Washer_Dryer,382,9,2,8207.66
3925,br,20220814,HE,Audio_CAV,1920,96,11,2870.75
3926,br,20220814,HE,TV,7491,201,34,24074.26
3927,br,20220815,BS,IT_Monitor,2187,81,22,7212.44
3928,br,20220815,BS,IT_Projector,351,22,5,1572.69
3929,br,20220815,HA,Air_Conditioner,3432,81,5,3557.65
3930,br,20220815,HA,Cooking_Appliance,710,29,5,601.07
3931,br,20220815,HA,Refrigerator,1814,33,2,5386.16
3932,br,20220815,HA,Washer,3070,161,30,25088.26
3933,br,20220815,HE,Audio_CAV,1971,80,6,1708.97
3934,br,20220815,HE,TV,9410,208,31,18030.41
3935,br,20220816,BS,IT_Monitor,2858,164,25,9331.98
3936,br,20220816,BS,IT_Projector,475,45,5,2444.79
3937,br,20220816,HA,Air_Conditioner,3486,153,8,5186.77
3938,br,20220816,HA,Cooking_Appliance,676,32,4,484.96
3939,br,20220816,HA,Refrigerator,1620,42,2,6326.66
3940,br,20220816,HA,Washer,2932,153,23,21439.12
3941,br,20220816,HA,Washer_Dryer,441,11,1,4445.83
3942,br,20220816,HE,Audio_CAV,2274,92,6,1931.27
3943,br,20220816,HE,TV,9505,260,33,32910.33
3944,br,20220817,BS,IT_Laptop,610,49,2,1726.76
3945,br,20220817,BS,IT_Monitor,2642,188,29,9844.47
3946,br,20220817,BS,IT_Projector,362,31,3,1743.69
3947,br,20220817,HA,Air_Conditioner,3564,154,3,1983.09
3948,br,20220817,HA,Cooking_Appliance,672,36,8,969.91
3949,br,20220817,HA,Refrigerator,1538,37,7,18637.97
3950,br,20220817,HA,Washer,2444,129,18,17490.05
3951,br,20220817,HE,Audio_CAV,1914,95,5,1452.64
3952,br,20220817,HE,TV,9074,246,33,35236.34
3953,br,20220818,BS,IT_Laptop,480,40,3,3162.99
3954,br,20220818,BS,IT_Monitor,2591,118,18,6084.35
3955,br,20220818,BS,IT_Projector,329,17,4,2153.92
3956,br,20220818,HA,Air_Conditioner,4953,138,7,5659.07
3957,br,20220818,HA,Cooking_Appliance,675,27,5,607.91
3958,br,20220818,HA,Washer,2824,122,11,10873.55
3959,br,20220818,HA,Washer_Dryer,411,12,1,4445.83
3960,br,20220818,HE,Audio_CAV,1857,70,2,666.56
3961,br,20220818,HE,TV,8736,245,24,16938.97
3962,br,20220819,BS,IT_Laptop,419,36,3,3265.59
3963,br,20220819,BS,IT_Monitor,2194,126,18,6135.48
3964,br,20220819,BS,IT_Projector,201,9,1,410.23
3965,br,20220819,HA,Air_Conditioner,4873,147,5,3119.9
3966,br,20220819,HA,Cooking_Appliance,656,25,5,601.07
3967,br,20220819,HA,Washer,2483,109,18,18327.95
3968,br,20220819,HE,Audio_CAV,1804,69,2,752.06
3969,br,20220819,HE,TV,8775,307,32,22478.27
3970,br,20220820,BS,IT_Monitor,1637,79,5,1657.85
3971,br,20220820,BS,IT_Projector,166,6,1,410.23
3972,br,20220820,HA,Air_Conditioner,3840,125,6,5325.62
3973,br,20220820,HA,Cooking_Appliance,556,41,8,969.91
3974,br,20220820,HA,Refrigerator,1874,45,3,7095.99
3975,br,20220820,HA,Washer,2261,80,8,7197.73
3976,br,20220820,HE,TV,8144,226,31,21616.85
3977,br,20220821,BS,IT_Laptop,324,18,3,3265.59
3978,br,20220821,BS,IT_Monitor,1539,45,3,974.19
3979,br,20220821,HA,Air_Conditioner,3572,119,2,871.76
3980,br,20220821,HA,Cooking_Appliance,670,34,5,607.91
3981,br,20220821,HA,Washer,2495,97,9,9984.69
3982,br,20220821,HA,Washer_Dryer,418,16,1,4445.83
3983,br,20220821,HE,Audio_CAV,1874,72,2,375.86
3984,br,20220821,HE,TV,8600,243,28,14736.14
3985,br,20220822,BS,IT_Laptop,433,32,2,1726.76
3986,br,20220822,BS,IT_Monitor,2284,84,21,8409.44
3987,br,20220822,BS,IT_Projector,227,15,1,410.23
